TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC CX 050.3/2JN/FNE7E.UANN;GACC CX;050.3/2JN/FNE7E.UANN;n/a;finoox;247-2LVT.0J3.428.RQQU-C26.00.0800.100;GACC CX 050.3F/27-ENJ_.E_Epoxy;7349;E;2;1;615;Axial;21,242;17,112;65,14;13290;1560;21;VT01163U;1,237;1,4;D;58,56;80,82;11,3;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;116,9;16;28,57;Inclusive;n/a;231;Inclusive;Yes;Yes;No;500;AC motor;60;J;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;F;E;Epoxy coated aluminum;7;14;6;yes;piece;1
GACC CX 050.3/2JN/FNE7A.TNNN;GACC CX;050.3/2JN/FNE7A.TNNN;n/a;finoox;247-2LVS.0J3.428.RQQU-C26.01.0000.000;GACC CX 050.3F/27-ANJ_.E_Epoxy;6547;A;2;1;615;Axial;21,242;17,112;65,14;13290;1560;21;VT01163U;1,237;1,4;D;58,56;80,82;11,3;;400V-3~N-11.15kW;BG351035-00015;gacc2a;2377;623;755;1000;486;107,8;16;28,57;Inclusive;n/a;Inclusive;404;No;No;Yes;500;AC motor;60;J;;;488;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;14;6;yes;piece;1
GACC CX 050.3/3JN/HNE7A.UANN;GACC CX;050.3/3JN/HNE7A.UANN;n/a;finoox;247-2LWA.0J3.3VZ.RQRP-C26.00.0000.100;GACC CX 050.3H/37-ANJ_.E_Epoxy;11693;A;3;1;615;Axial;37,167;29,83;130,27;19504;1560;22;VT01163U;1,897;1,4;D;59,97;82,58;21,9;;400V-3~N-15.2kW;BG351035-00021;gacc3a;3377;623;755;1000;486;175,7;16;28,57;Inclusive;n/a;336;Inclusive;Yes;No;No;500;AC motor;60;J;;;615;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;14;8;yes;piece;1
GACC CX 050.2/4JN/HNC7E.UNNN;GACC CX;050.2/4JN/HNC7E.UNNN;n/a;finoox;247-1B9R.0J3.3VR.S5UA-C26.00.0800.000;GACC CX 050.2H/47-ENJ_.E_PC;15708;E;4;1;615;Axial;48,02;38,852;173,7;26006;1560;23;VT01163U;2,529;1,4;D;60,9;83,83;29,2;2x400V-3~N-21.1kW;;;gacc4a;4387;623;755;1000;486;244,3;22,23;34,92;n/a;Inclusive;499;808;No;Yes;No;500;AC motor;60;J;H07EB42503500230;H08FD42601800230;;BG351035-00023.1;5;150;4250;2;150;4260;no;no;H;E;Powder coated;7;8;8;yes;piece;1
GACC CX 050.3/2JN/JNC7A.TANN;GACC CX;050.3/2JN/JNC7A.TANN;n/a;finoox;247-2LW6.0J3.42C.RUAJ-C26.01.0000.100;GACC CX 050.3J/27-ANJ_.E_PC;8847;A;2;1;615;Axial;26,63;21,546;108,56;12724;1560;21;VT01163U;1,291;1,4;C;58,56;80,82;18,5;;400V-3~N-12.9kW;BG351035-00016;gacc2a;2377;623;755;1000;486;140,3;16;28,57;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;500;AC motor;60;J;;;544;;;;;;;;no;no;J;E;Powder coated;7;20;10;yes;piece;1
GACC CX 050.3/2JN/FNC7E.TNNN;GACC CX;050.3/2JN/FNC7E.TNNN;n/a;finoox;247-2LVV.0J3.428.RQQU-C26.01.0800.000;GACC CX 050.3F/27-ENJ_.E_PC;7391;E;2;1;615;Axial;20,021;16,14;65,14;13290;1560;21;VT01163U;1,237;1,4;D;58,56;80,82;11,3;400V-3~N-11.15kW;;;gacc2a;2377;623;755;1000;486;116,9;16;28,57;n/a;Inclusive;Inclusive;404;No;Yes;Yes;500;AC motor;60;J;H04BB22001750230;H01HC22001200230;;BG351035-00015.1;5;100;2200;2;150;2200;no;no;F;E;Powder coated;7;14;6;yes;piece;1
GACC CX 050.3/2JN/JNC7E.TNNN;GACC CX;050.3/2JN/JNC7E.TNNN;n/a;finoox;247-2LW7.0J3.42C.RUAJ-C26.01.0800.000;GACC CX 050.3J/27-ENJ_.E_PC;9139;E;2;1;615;Axial;26,63;21,546;108,56;12724;1560;21;VT01163U;1,291;1,4;C;58,56;80,82;18,5;400V-3~N-12.9kW;;;gacc2a;2377;623;755;1000;486;150,7;16;28,57;n/a;Inclusive;Inclusive;404;No;Yes;Yes;500;AC motor;60;J;H04BB22001750230;H01HC22001200230;;BG351035-00016.1;6;100;2200;2;150;2200;no;no;J;E;Powder coated;7;20;10;yes;piece;1
GACC CX 050.3/2JN/JNC7E.UNNN;GACC CX;050.3/2JN/JNC7E.UNNN;n/a;finoox;247-2LW7.0J3.42C.RUAJ-C26.00.0800.000;GACC CX 050.3J/27-ENJ_.E_PC;8908;E;2;1;615;Axial;26,63;21,546;108,56;12724;1560;21;VT01163U;1,291;1,4;C;58,56;80,82;18,5;400V-3~N-12.9kW;;;gacc2a;2377;623;755;1000;486;150,7;16;28,57;n/a;Inclusive;231;404;No;Yes;No;500;AC motor;60;J;H04BB22001750230;H01HC22001200230;;BG351035-00016.1;6;100;2200;2;150;2200;no;no;J;E;Powder coated;7;20;10;yes;piece;1
GACC CX 031.1/1WN/DHA4A.TANN;GACC CX;031.1/1WN/DHA4A.TANN;n/a;finoox;247-1BA6.1GW.3UU.00NN-C26.01.0000.100;GACC CX 031.1D/14-ANW_.E;1727;A;1;1;1730;Axial;2,629;2,119;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Aluminum;4;32;4;yes;piece;1
GACC CX 031.1/2WN/DHA4A.TNNN;GACC CX;031.1/2WN/DHA4A.TNNN;n/a;finoox;247-1BDC.1GW.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/24-ANW_.E;2415;A;2;1;1730;Axial;5,276;4,188;19,3;3047;1350;9;VT0603;0,222;0,4;D;42,04;63,52;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;26,6;9,52;9,52;n/a;n/a;Inclusive;302;No;No;Yes;315;AC motor;50;W;;;172;;;;;;;;no;no;D;E;Aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1WN/DHA4E.TNNN;GACC CX;031.1/1WN/DHA4E.TNNN;n/a;finoox;247-1BA7.1GW.3UU.00NN-C26.01.0800.000;GACC CX 031.1D/14-ENW_.E;1776;E;1;1;1730;Axial;2,629;2,119;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,7;9,52;9,52;n/a;n/a;Inclusive;151;No;Yes;Yes;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1WN/FHA4A.TANN;GACC CX;031.1/1WN/FHA4A.TANN;n/a;finoox;247-1BAW.1GW.3UX.00NN-C26.01.0000.100;GACC CX 031.1F/14-ANW_.E;1852;A;1;1;1730;Axial;3,279;2,637;14,48;1416;1350;7;VT0603;0,113;0,4;C;39,22;60,51;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;18,3;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;183;;;;;;;;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.1/1WN/FHA4A.UNNN;GACC CX;031.1/1WN/FHA4A.UNNN;n/a;finoox;247-1BAW.1GW.3UX.00NN-C26.00.0000.000;GACC CX 031.1F/14-ANW_.E;1562;A;1;1;1730;Axial;3,279;2,637;14,48;1416;1350;7;VT0603;0,113;0,4;C;39,22;60,51;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;18,3;9,52;9,52;n/a;n/a;139;151;No;No;No;315;AC motor;50;W;;;183;;;;;;;;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.1/1WN/FHA4E.UANN;GACC CX;031.1/1WN/FHA4E.UANN;n/a;finoox;247-1BAX.1GW.3UX.00NN-C26.00.0800.100;GACC CX 031.1F/14-ENW_.E;1951;E;1;1;1730;Axial;3,279;2,637;14,48;1416;1350;7;VT0603;0,113;0,4;C;39,22;60,51;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;19,4;9,52;9,52;n/a;n/a;139;Inclusive;Yes;Yes;No;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Aluminum;4;48;6;yes;piece;1
GACC CX 031.2/3WN/DHA4A.TANN;GACC CX;031.2/3WN/DHA4A.TANN;n/a;finoox;247-2LYR.1GW.3UV.S5SR-C26.01.0000.100;GACC CX 031.2D/34-ANW_.E;3954;A;3;1;1730;Axial;8,106;6,468;28,95;4570;1350;9;VT0603;0,334;0,4;D;43,61;65,28;3;;230V-1~-2.45kW;BG351035-00008;gacc3;1672;430;455;1380;332;38,1;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;190;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GACC CX 031.1/1WN/DHA7A.TANN;GACC CX;031.1/1WN/DHA7A.TANN;n/a;finoox;247-1BA4.1GW.3UU.00NN-C26.01.0000.100;GACC CX 031.1D/17-ANW_.E;1575;A;1;1;1730;Axial;1,973;1,611;5,71;1663;1350;8;VT0603;0,109;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Aluminum;7;32;4;yes;piece;1
GACC CX 031.1/2WN/DHA7A.TANN;GACC CX;031.1/2WN/DHA7A.TANN;n/a;finoox;247-1BDA.1GW.3UU.00NN-C26.01.0000.100;GACC CX 031.1D/27-ANW_.E;2469;A;2;1;1730;Axial;4,045;3,241;11,41;3326;1350;9;VT0603;0,217;0,4;D;42,04;63,52;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;26,5;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;172;;;;;;;;no;no;D;E;Aluminum;7;32;4;yes;piece;1
GACC CX 031.1/1WN/DHA7E.TNNN;GACC CX;031.1/1WN/DHA7E.TNNN;n/a;finoox;247-1BA5.1GW.3UU.00NN-C26.01.0800.000;GACC CX 031.1D/17-ENW_.E;1623;E;1;1;1730;Axial;1,973;1,611;5,71;1663;1350;8;VT0603;0,109;0,4;D;39,22;60,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,6;9,52;9,52;n/a;n/a;Inclusive;151;No;Yes;Yes;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Aluminum;7;32;4;yes;piece;1
GACC CX 031.1/3WN/FHA7A.TANN;GACC CX;031.1/3WN/FHA7A.TANN;n/a;finoox;247-1BH6.1GW.3UQ.SGPW-C26.01.0000.100;GACC CX 031.1F/37-ANW_.E;3969;A;3;1;1730;Axial;8,023;6,455;25,68;4750;1350;9;VT0603;0,331;0,4;C;43,61;65,28;4,5;;400V-3~N-3.7kW;BG351035-00009;gacc3;1672;430;455;1380;332;44,3;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;231;;;;;;;;no;no;F;E;Aluminum;7;24;6;yes;piece;1
GACC CX 031.1/3WN/FHA7A.UANN;GACC CX;031.1/3WN/FHA7A.UANN;n/a;finoox;247-1BH6.1GW.3UQ.SGPW-C26.00.0000.100;GACC CX 031.1F/37-ANW_.E;3697;A;3;1;1730;Axial;8,023;6,455;25,68;4750;1350;9;VT0603;0,331;0,4;C;43,61;65,28;4,5;;400V-3~N-3.7kW;BG351035-00009;gacc3;1672;430;455;1380;332;44,3;16;22,23;n/a;n/a;272;Inclusive;Yes;No;No;315;AC motor;50;W;;;231;;;;;;;;no;no;F;E;Aluminum;7;24;6;yes;piece;1
GACC CX 031.1/1WN/HHA7A.UANN;GACC CX;031.1/1WN/HHA7A.UANN;n/a;finoox;247-1BBJ.1GW.3V2.00NN-C26.00.0000.100;GACC CX 031.1H/17-ANW_.E;1860;A;1;1;1730;Axial;3,144;2,545;11,41;1514;1350;8;VT0603;0,111;0,4;B;39,22;60,51;2,1;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;20,4;9,52;9,52;n/a;n/a;139;Inclusive;Yes;No;No;315;AC motor;50;W;;;183;;;;;;;;no;no;H;E;Aluminum;7;64;8;yes;piece;1
GACC CX 031.1/1WN/HHA7A.TNNN;GACC CX;031.1/1WN/HHA7A.TNNN;n/a;finoox;247-1BBJ.1GW.3V2.00NN-C26.01.0000.000;GACC CX 031.1H/17-ANW_.E;1848;A;1;1;1730;Axial;3,144;2,545;11,41;1514;1350;8;VT0603;0,111;0,4;B;39,22;60,51;2,1;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;20,4;9,52;9,52;n/a;n/a;Inclusive;151;No;No;Yes;315;AC motor;50;W;;;183;;;;;;;;no;no;H;E;Aluminum;7;64;8;yes;piece;1
GACC CX 031.2/3WN/HHA7E.UANN;GACC CX;031.2/3WN/HHA7E.UANN;n/a;finoox;247-2LZB.1GW.3V3.SGPW-C26.00.0800.100;GACC CX 031.2H/37-ENW_.E;4414;E;3;1;1730;Axial;9,154;7,348;34,24;4541;1350;9;VT0603;0,334;0,4;C;43,61;65,28;5,9;400V-3~N-3.7kW;;;gacc3;1672;430;455;1380;332;53,7;16;22,23;n/a;n/a;272;Inclusive;Yes;Yes;No;315;AC motor;50;W;H04BB15801250230;H01CB15601200230;;BG351035-00027.1;2;100;1580;1;200;1560;no;no;H;E;Aluminum;7;32;8;yes;piece;1
GACC CX 031.2/2WN/FHA7E.UNNN;GACC CX;031.2/2WN/FHA7E.UNNN;n/a;finoox;247-2LWV.1GW.3UX.00NN-C26.00.0800.000;GACC CX 031.2F/27-ENW_.E;2327;E;2;1;1730;Axial;5,069;4,031;17,12;3167;1350;9;VT0603;0,22;0,4;C;42,04;63,52;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;33;9,52;9,52;n/a;n/a;201;302;No;Yes;No;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Aluminum;7;48;6;yes;piece;1
GACC CX 031.1/1WN/CHE4A.UANN;GACC CX;031.1/1WN/CHE4A.UANN;n/a;finoox;247-1B9U.1GW.3US.00NN-C26.00.0000.100;GACC CX 031.1C/14-ANW_.E_Epoxy;1541;A;1;1;1730;Axial;2,087;1,695;7,24;1585;1350;8;VT0603;0,11;0,4;D;39,22;60,51;0,8;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;14,8;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;No;No;315;AC motor;50;W;;;157;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/2WN/CHE4A.UNNN;GACC CX;031.1/2WN/CHE4A.UNNN;n/a;finoox;247-1BD0.1GW.3US.00NN-C26.00.0000.000;GACC CX 031.1C/24-ANW_.E_Epoxy;2337;A;2;1;1730;Axial;4,37;3,463;14,48;3171;1350;9;VT0603;0,22;0,4;D;42,04;63,52;1,5;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;24,4;9,52;9,52;Inclusive;n/a;201;302;No;No;No;315;AC motor;50;W;;;172;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/1WN/CHE4E.UANN;GACC CX;031.1/1WN/CHE4E.UANN;n/a;finoox;247-1B9V.1GW.3US.00NN-C26.00.0800.100;GACC CX 031.1C/14-ENW_.E_Epoxy;1741;E;1;1;1730;Axial;2,087;1,695;7,24;1585;1350;8;VT0603;0,11;0,4;D;39,22;60,51;0,8;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;15,5;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;Yes;No;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/2WN/CHE4E.TANN;GACC CX;031.1/2WN/CHE4E.TANN;n/a;finoox;247-1BD1.1GW.3US.00NN-C26.01.0800.100;GACC CX 031.1C/24-ENW_.E_Epoxy;3052;E;2;1;1730;Axial;4,37;3,463;14,48;3171;1350;9;VT0603;0,22;0,4;D;42,04;63,52;1,5;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;25,9;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/2WN/CHE4E.TNNN;GACC CX;031.1/2WN/CHE4E.TNNN;n/a;finoox;247-1BD1.1GW.3US.00NN-C26.01.0800.000;GACC CX 031.1C/24-ENW_.E_Epoxy;2750;E;2;1;1730;Axial;4,37;3,463;14,48;3171;1350;9;VT0603;0,22;0,4;D;42,04;63,52;1,5;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;25,9;9,52;9,52;Inclusive;n/a;Inclusive;302;No;Yes;Yes;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;C;E;Epoxy coated aluminum;4;24;3;yes;piece;1
GACC CX 031.1/1WN/DHE4A.TANN;GACC CX;031.1/1WN/DHE4A.TANN;n/a;finoox;247-1BA8.1GW.3UU.00NN-C26.01.0000.100;GACC CX 031.1D/14-ANW_.E_Epoxy;1925;A;1;1;1730;Axial;2,561;2,064;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1WN/DHE4A.UANN;GACC CX;031.1/1WN/DHE4A.UANN;n/a;finoox;247-1BA8.1GW.3UU.00NN-C26.00.0000.100;GACC CX 031.1D/14-ANW_.E_Epoxy;1786;A;1;1;1730;Axial;2,561;2,064;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;No;No;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1WN/DHE4A.UNNN;GACC CX;031.1/1WN/DHE4A.UNNN;n/a;finoox;247-1BA8.1GW.3UU.00NN-C26.00.0000.000;GACC CX 031.1D/14-ANW_.E_Epoxy;1635;A;1;1;1730;Axial;2,561;2,064;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;;230V-1~-0.97kW;BG351035-00001;gacc1;752;430;455;460;332;15,9;9,52;9,52;Inclusive;n/a;139;151;No;No;No;315;AC motor;50;W;;;157;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/2WN/DHE4A.TNNN;GACC CX;031.1/2WN/DHE4A.TNNN;n/a;finoox;247-1BDE.1GW.3UU.00NN-C26.01.0000.000;GACC CX 031.1D/24-ANW_.E_Epoxy;2728;A;2;1;1730;Axial;5,178;4,107;19,3;3047;1350;9;VT0603;0,222;0,4;D;42,04;63,52;2;;230V-1~-1.71kW;BG351035-00006;gacc2;1212;430;455;920;332;26,6;9,52;9,52;Inclusive;n/a;Inclusive;302;No;No;Yes;315;AC motor;50;W;;;172;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1WN/DHE4E.TANN;GACC CX;031.1/1WN/DHE4E.TANN;n/a;finoox;247-1BA9.1GW.3UU.00NN-C26.01.0800.100;GACC CX 031.1D/14-ENW_.E_Epoxy;2125;E;1;1;1730;Axial;2,561;2,064;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,7;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.1/1WN/DHE4E.UNNN;GACC CX;031.1/1WN/DHE4E.UNNN;n/a;finoox;247-1BA9.1GW.3UU.00NN-C26.00.0800.000;GACC CX 031.1D/14-ENW_.E_Epoxy;1835;E;1;1;1730;Axial;2,561;2,064;9,65;1523;1350;8;VT0603;0,111;0,4;D;39,22;60,51;1,1;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;16,7;9,52;9,52;Inclusive;n/a;139;151;No;Yes;No;315;AC motor;50;W;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;D;E;Epoxy coated aluminum;4;32;4;yes;piece;1
GACC CX 031.2/3WN/DHE4A.TANN;GACC CX;031.2/3WN/DHE4A.TANN;n/a;finoox;247-2LYV.1GW.3UV.S5SR-C26.01.0000.100;GACC CX 031.2D/34-ANW_.E_Epoxy;4381;A;3;1;1730;Axial;7,921;6,308;28,95;4570;1350;9;VT0603;0,334;0,4;D;43,61;65,28;3;;230V-1~-2.45kW;BG351035-00008;gacc3;1672;430;455;1380;332;38,1;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;315;AC motor;50;W;;;190;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GACC CX 031.2/3WN/DHE4E.TANN;GACC CX;031.2/3WN/DHE4E.TANN;n/a;finoox;247-2LYX.1GW.3UV.S5SR-C26.01.0800.100;GACC CX 031.2D/34-ENW_.E_Epoxy;4610;E;3;1;1730;Axial;7,921;6,308;28,95;4570;1350;9;VT0603;0,334;0,4;D;43,61;65,28;3;230V-1~-2.45kW;;;gacc3;1672;430;455;1380;332;40,2;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;50;W;H04BB15801250230;H01CB15601200230;;BG351035-00008.1;1;100;1580;1;200;1560;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GACC CX 031.1/3WN/FHE7E.TANN;GACC CX;031.1/3WN/FHE7E.TANN;n/a;finoox;247-1BHF.1GW.3UQ.SGPW-C26.01.0800.100;GACC CX 031.1F/37-ENW_.E_Epoxy;4534;E;3;1;1730;Axial;7,921;6,37;25,68;4750;1350;9;VT0603;0,331;0,4;C;43,61;65,28;4,5;400V-3~N-3.7kW;;;gacc3;1672;430;455;1380;332;47,2;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;50;W;H04BB15801250230;H01CB15601200230;;BG351035-00009.1;2;100;1580;1;200;1560;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GACC CX 031.1/1WN/HHE7A.UANN;GACC CX;031.1/1WN/HHE7A.UANN;n/a;finoox;247-1BBS.1GW.3V2.00NN-C26.00.0000.100;GACC CX 031.1H/17-ANW_.E_Epoxy;2010;A;1;1;1730;Axial;3,104;2,511;11,41;1514;1350;8;VT0603;0,111;0,4;C;39,22;60,51;2,1;;230V-1~-1.44kW;BG351035-00025;gacc1;752;430;455;460;332;20,4;9,52;9,52;Inclusive;n/a;139;Inclusive;Yes;No;No;315;AC motor;50;W;;;183;;;;;;;;no;no;H;E;Epoxy coated aluminum;7;64;8;yes;piece;1
GACC CX 031.2/2WN/FHE7E.TANN;GACC CX;031.2/2WN/FHE7E.TANN;n/a;finoox;247-2LXB.1GW.3UX.00NN-C26.01.0800.100;GACC CX 031.2F/27-ENW_.E_Epoxy;3031;E;2;1;1730;Axial;5,018;3,991;17,12;3167;1350;9;VT0603;0,22;0,4;C;42,04;63,52;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;33;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
GACC CX 031.2/2WN/FHE7E.UANN;GACC CX;031.2/2WN/FHE7E.UANN;n/a;finoox;247-2LXB.1GW.3UX.00NN-C26.00.0800.100;GACC CX 031.2F/27-ENW_.E_Epoxy;2830;E;2;1;1730;Axial;5,018;3,991;17,12;3167;1350;9;VT0603;0,22;0,4;C;42,04;63,52;3;230V-1~-2.57kW;;;gacc2;1212;430;455;920;332;33;9,52;9,52;Inclusive;n/a;201;Inclusive;Yes;Yes;No;315;AC motor;50;W;H04BB11000860230;H01CB11000850230;;BG351035-00007.1;2;100;1100;1;200;1100;no;no;F;E;Epoxy coated aluminum;7;48;6;yes;piece;1
