TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE STREAMER;STREAMER;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GACC CX 031.1/11N/CHC4E.UNNN;GACC CX;031.1/11N/CHC4E.UNNN;n/a;finoox;247-1BA3.1TZ.3US.00NN-C26.00.0800.000;GACC CX 031.1C/14-EN1_.E_PC;1795;E;1;1;2107;Axial;1,952;1,581;7,24;1652;1350;8;VT03189;0,087;0,7;D;40,72;62,01;0,8;230V-1~-0.97kW;;;gacc1;752;430;455;460;332;14,3;9,52;9,52;n/a;Inclusive;143;151;No;Yes;No;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00001.1;1;100;650;1;200;640;no;no;C;E;Powder coated;4;24;3;yes;piece;1
GACC CX 031.1/21N/DHC4E.TNNN;GACC CX;031.1/21N/DHC4E.TNNN;n/a;finoox;247-1BDV.1TZ.3UU.00NN-C26.01.0800.000;GACC CX 031.1D/24-EN1_.E_PC;3332;E;2;1;2107;Axial;4,729;3,752;19,3;3095;1350;9;VT03189;0,173;0,7;C;43,54;65,02;2;230V-1~-1.71kW;;;gacc2;1212;430;455;920;332;25,8;9,52;9,52;n/a;Inclusive;Inclusive;302;No;Yes;Yes;315;EC motor;5060;1;H04BB11000860230;H01CB11000850230;;BG351035-00006.1;1;100;1100;1;200;1100;no;no;D;E;Powder coated;4;32;4;yes;piece;1
GACC CX 031.1/11N/FHC4A.TANN;GACC CX;031.1/11N/FHC4A.TANN;n/a;finoox;247-1BBC.1TZ.3UX.00NN-C26.01.0000.100;GACC CX 031.1F/14-AN1_.E_PC;2288;A;1;1;2107;Axial;2,876;2,314;14,48;1385;1350;7;VT03189;0,086;0,7;C;40,72;62,01;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;17,1;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.1/11N/FHC4A.UANN;GACC CX;031.1/11N/FHC4A.UANN;n/a;finoox;247-1BBC.1TZ.3UX.00NN-C26.00.0000.100;GACC CX 031.1F/14-AN1_.E_PC;2145;A;1;1;2107;Axial;2,876;2,314;14,48;1385;1350;7;VT03189;0,086;0,7;C;40,72;62,01;1,6;;230V-1~-1.44kW;BG351035-00002;gacc1;752;430;455;460;332;17,1;9,52;9,52;n/a;Inclusive;143;Inclusive;Yes;No;No;315;EC motor;5060;1;;;183;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.1/11N/FHC4E.TNNN;GACC CX;031.1/11N/FHC4E.TNNN;n/a;finoox;247-1BBD.1TZ.3UX.00NN-C26.01.0800.000;GACC CX 031.1F/14-EN1_.E_PC;2374;E;1;1;2107;Axial;2,876;2,314;14,48;1385;1350;7;VT03189;0,086;0,7;C;40,72;62,01;1,6;230V-1~-1.44kW;;;gacc1;752;430;455;460;332;18,2;9,52;9,52;n/a;Inclusive;Inclusive;151;No;Yes;Yes;315;EC motor;5060;1;H04BB06500470230;H01CB06400500230;;BG351035-00002.1;2;100;650;1;200;640;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/21N/FHC4A.TANN;GACC CX;031.2/21N/FHC4A.TANN;n/a;finoox;247-2LX5.1TZ.3UX.00NN-C26.01.0000.100;GACC CX 031.2F/24-AN1_.E_PC;3693;A;2;1;2107;Axial;5,231;4,135;28,95;2770;1350;8;VT03189;0,173;0,7;C;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,7;9,52;9,52;n/a;Inclusive;Inclusive;Inclusive;Yes;No;Yes;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/21N/FHC4A.UANN;GACC CX;031.2/21N/FHC4A.UANN;n/a;finoox;247-2LX5.1TZ.3UX.00NN-C26.00.0000.100;GACC CX 031.2F/24-AN1_.E_PC;3489;A;2;1;2107;Axial;5,231;4,135;28,95;2770;1350;8;VT03189;0,173;0,7;C;43,54;65,02;3;;230V-1~-2.57kW;BG351035-00007;gacc2;1212;430;455;920;332;28,7;9,52;9,52;n/a;Inclusive;204;Inclusive;Yes;No;No;315;EC motor;5060;1;;;204;;;;;;;;no;no;F;E;Powder coated;4;48;6;yes;piece;1
GACC CX 031.2/31N/DHC4E.UANN;GACC CX;031.2/31N/DHC4E.UANN;n/a;finoox;247-2LZ1.1TZ.3UV.S5SR-C26.00.0800.100;GACC CX 031.2D/34-EN1_.E_PC;4901;E;3;1;2107;Axial;7,273;5,803;28,95;4642;1350;9;VT03189;0,259;0,7;C;45,11;66,78;3;230V-1~-2.45kW;;;gacc3;1672;430;455;1380;332;36,6;16;22,23;n/a;Inclusive;284;Inclusive;Yes;Yes;No;315;EC motor;5060;1;H04BB15801250230;H01CB15601200230;;BG351035-00008.1;1;100;1580;1;200;1560;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GACC CX 040.1/1XN/DJA4E.TANN;GACC CX;040.1/1XN/DJA4E.TANN;n/a;finoox;247-1BBX.1H1.3V6.00NN-C26.01.0800.100;GACC CX 040.1D/14-ENX_.E;2795;E;1;1;1735;Axial;5,358;4,248;17,83;3437;1450;13;VT0605;0,275;1,1;D;51,5;73,04;1,9;230V-1~-1.78kW;;;gacc1;1006;560;565;680;406;28,3;9,52;9,52;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BB08800540230;H01CB08800700230;;BG351035-00003.1;2;100;880;1;200;880;no;no;D;E;Aluminum;4;40;4;yes;piece;1
GACC CX 040.2/2XN/FJA4A.UNNN;GACC CX;040.2/2XN/FJA4A.UNNN;n/a;finoox;247-2LY2.1H1.3VA.S5PT-C26.00.0000.000;GACC CX 040.2F/24-ANX_.E;4063;A;2;1;1735;Axial;12,409;9,8;53,5;6353;1450;13;VT0605;0,561;1,1;D;54,23;76,05;5,5;;400V-3~N-4.95kW;BG351035-00011;gacc2;1686;560;565;1360;406;54;16;22,23;n/a;n/a;201;344;No;No;No;400;AC motor;60;X;;;280;;;;;;;;no;no;F;E;Aluminum;4;30;6;yes;piece;1
GACC CX 040.2/2XN/DJA4A.TANN;GACC CX;040.2/2XN/DJA4A.TANN;n/a;finoox;247-2LXU.1H1.3V7.S5PT-C26.01.0000.100;GACC CX 040.2D/24-ANX_.E;4054;A;2;1;1735;Axial;10,801;8,578;35,67;6873;1450;14;VT0605;0,55;1,1;D;54,23;76,05;3,7;;400V-3~N-3.7kW;BG351035-00010;gacc2;1686;560;565;1360;406;45,6;16;22,23;n/a;n/a;Inclusive;Inclusive;Yes;No;Yes;400;AC motor;60;X;;;239;;;;;;;;no;no;D;E;Aluminum;4;20;4;yes;piece;1
GACC CX 040.2/1XN/HJA7E.TNNN;GACC CX;040.2/1XN/HJA7E.TNNN;n/a;finoox;247-2LWM.1H1.3VG.SGPU-C26.01.0800.000;GACC CX 040.2H/17-ENX_.E;3177;E;1;1;1735;Axial;6,5;5,258;21,09;3394;1450;13;VT0605;0,276;1,1;C;51,5;73,04;3,8;230V-1~-2.86kW;;;gacc1;1006;560;565;680;406;38,1;16;22,23;n/a;n/a;Inclusive;172;No;Yes;Yes;400;AC motor;60;X;H04BB08800540230;H01CB08800700230;;BG351035-00005.1;4;100;880;1;200;880;no;no;H;E;Aluminum;7;40;8;yes;piece;1
GACC CX 040.2/2XN/FJA7A.UANN;GACC CX;040.2/2XN/FJA7A.UANN;n/a;finoox;247-2LY0.1H1.3VA.S5PT-C26.00.0000.100;GACC CX 040.2F/27-ANX_.E;3929;A;2;1;1735;Axial;10,38;8,257;31,64;7109;1450;15;VT0605;0,543;1,1;D;54,23;76,05;5,5;;400V-3~N-4.95kW;BG351035-00011;gacc2;1686;560;565;1360;406;53,5;16;22,23;n/a;n/a;201;Inclusive;Yes;No;No;400;AC motor;60;X;;;280;;;;;;;;no;no;F;E;Aluminum;7;30;6;yes;piece;1
GACC CX 040.2/2XN/FJA7A.UNNN;GACC CX;040.2/2XN/FJA7A.UNNN;n/a;finoox;247-2LY0.1H1.3VA.S5PT-C26.00.0000.000;GACC CX 040.2F/27-ANX_.E;3585;A;2;1;1735;Axial;10,38;8,257;31,64;7109;1450;15;VT0605;0,543;1,1;D;54,23;76,05;5,5;;400V-3~N-4.95kW;BG351035-00011;gacc2;1686;560;565;1360;406;53,5;16;22,23;n/a;n/a;201;344;No;No;No;400;AC motor;60;X;;;280;;;;;;;;no;no;F;E;Aluminum;7;30;6;yes;piece;1
GACC CX 040.2/4XN/HJA7E.UANN;GACC CX;040.2/4XN/HJA7E.UANN;n/a;finoox;247-2M0B.1H1.3VM.SGQ6-C26.00.0800.100;GACC CX 040.2H/47-ENX_.E;8706;E;4;1;1735;Axial;24,907;19,921;84,37;13577;1450;16;VT0605;1,104;1,1;C;56,74;79,06;14,1;400V-3~N-11.4kW;;;gacc4a;3046;560;565;680;406;122,1;16;22,23;n/a;n/a;380;Inclusive;Yes;Yes;No;400;AC motor;60;X;H04BB29002300230;H01CB29202200230;;BG351035-00020.1;4;100;2900;1;200;2920;no;no;H;E;Aluminum;7;16;8;yes;piece;1
GACC CX 040.2/2XN/HJA7E.UNNN;GACC CX;040.2/2XN/HJA7E.UNNN;n/a;finoox;247-2LYD.1H1.3VJ.S5Q0-C26.00.0800.000;GACC CX 040.2H/27-ENX_.E;4313;E;2;1;1735;Axial;13,039;10,555;42,18;6789;1450;14;VT0605;0,552;1,1;C;54,23;76,05;7,3;400V-3~N-6.2kW;;;gacc2;1686;560;565;1360;406;66,7;16;22,23;n/a;n/a;201;344;No;Yes;No;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00012.1;4;100;1580;1;200;1560;no;no;H;E;Aluminum;7;20;8;yes;piece;1
GACC CX 040.2/3XN/HJA7E.TNNN;GACC CX;040.2/3XN/HJA7E.TNNN;n/a;finoox;247-2LZZ.1H1.3VJ.S5PZ-C26.01.0800.000;GACC CX 040.2H/37-ENX_.E;6337;E;3;1;1735;Axial;18,922;15,174;63,27;10183;1450;15;VT0605;0,828;1,1;C;55,73;77,81;10,7;400V-3~N-8.1kW;;;gacc3a;2366;560;565;680;406;93,6;16;22,23;n/a;n/a;Inclusive;516;No;Yes;Yes;400;AC motor;60;X;H04BB22301600230;H01CB22401700230;;BG351035-00018.1;4;100;2230;1;200;2240;no;no;H;E;Aluminum;7;20;8;yes;piece;1
GACC CX 040.2/4XN/FJA7E.UNNN;GACC CX;040.2/4XN/FJA7E.UNNN;n/a;finoox;247-2M05.1H1.3VC.SGQ6-C26.00.0800.000;GACC CX 040.2F/47-ENX_.E;6865;E;4;1;1735;Axial;21,681;17,413;63,27;14217;1450;17;VT0605;1,086;1,1;D;56,74;79,06;10,6;400V-3~N-9.1kW;;;gacc4a;3046;560;565;680;406;104,4;16;22,23;n/a;n/a;380;688;No;Yes;No;400;AC motor;60;X;H04BB29002300230;H01CB29202200230;;BG351035-00019.1;3;100;2900;1;200;2920;no;no;F;E;Aluminum;7;12;6;yes;piece;1
GACC CX 040.1/1XN/DJE4A.UANN;GACC CX;040.1/1XN/DJE4A.UANN;n/a;finoox;247-1BBY.1H1.3V6.00NN-C26.00.0000.100;GACC CX 040.1D/14-ANX_.E_Epoxy;2678;A;1;1;1735;Axial;5,261;4,167;17,83;3437;1450;13;VT0605;0,275;1,1;D;51,5;73,04;1,9;;230V-1~-1.78kW;BG351035-00003;gacc1;1006;560;565;680;406;26,4;9,52;9,52;Inclusive;n/a;138;Inclusive;Yes;No;No;400;AC motor;60;X;;;201;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;40;4;yes;piece;1
GACC CX 040.1/1XN/DJE4E.UNNN;GACC CX;040.1/1XN/DJE4E.UNNN;n/a;finoox;247-1BBZ.1H1.3V6.00NN-C26.00.0800.000;GACC CX 040.1D/14-ENX_.E_Epoxy;2760;E;1;1;1735;Axial;5,261;4,167;17,83;3437;1450;13;VT0605;0,275;1,1;D;51,5;73,04;1,9;230V-1~-1.78kW;;;gacc1;1006;560;565;680;406;28,3;9,52;9,52;Inclusive;n/a;138;172;No;Yes;No;400;AC motor;60;X;H04BB08800540230;H01CB08800700230;;BG351035-00003.1;2;100;880;1;200;880;no;no;D;E;Epoxy coated aluminum;4;40;4;yes;piece;1
GACC CX 040.2/2XN/FJE4E.TANN;GACC CX;040.2/2XN/FJE4E.TANN;n/a;finoox;247-2LY5.1H1.3VA.S5PT-C26.01.0800.100;GACC CX 040.2F/24-ENX_.E_Epoxy;5494;E;2;1;1735;Axial;12,277;9,685;53,5;6353;1450;13;VT0605;0,561;1,1;D;54,23;76,05;5,5;400V-3~N-4.95kW;;;gacc2;1686;560;565;1360;406;57,9;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00011.1;3;100;1580;1;200;1560;no;no;F;E;Epoxy coated aluminum;4;30;6;yes;piece;1
GACC CX 040.2/2XN/FJE4E.TNNN;GACC CX;040.2/2XN/FJE4E.TNNN;n/a;finoox;247-2LY5.1H1.3VA.S5PT-C26.01.0800.000;GACC CX 040.2F/24-ENX_.E_Epoxy;5150;E;2;1;1735;Axial;12,277;9,685;53,5;6353;1450;13;VT0605;0,561;1,1;D;54,23;76,05;5,5;400V-3~N-4.95kW;;;gacc2;1686;560;565;1360;406;57,9;16;22,23;Inclusive;n/a;Inclusive;344;No;Yes;Yes;400;AC motor;60;X;H04BB15801250230;H01CB15601200230;;BG351035-00011.1;3;100;1580;1;200;1560;no;no;F;E;Epoxy coated aluminum;4;30;6;yes;piece;1
GACC CX 040.2/2XN/HJE4A.TANN;GACC CX;040.2/2XN/HJE4A.TANN;n/a;finoox;247-2LYG.1H1.3VJ.S5Q0-C26.01.0000.100;GACC CX 040.2H/24-ANX_.E_Epoxy;5503;A;2;1;1735;Axial;14,906;12,047;71,34;5855;1450;12;VT0605;0,567;1,1;D;54,23;76,05;7,3;;400V-3~N-6.2kW;BG351035-00012;gacc2;1686;560;565;1360;406;62,5;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;No;Yes;400;AC motor;60;X;;;321;;;;;;;;no;no;H;E;Epoxy coated aluminum;4;20;8;yes;piece;1
