TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC CX 031.2/3WM/DFC7E.TNNN;GASC CX;031.2/3WM/DFC7E.TNNN;n/a;finoox;251-2LV5.247.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/37-ELW_.E_PC;3915;E;3;1;2455;Axial;4,746;3,772;18,98;3624;900;14;VT03159U;0,265;0,38;D;42,55;64,43;3,2;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;42,6;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 030.1/31N/FFC7A.TNNN;GASC CX;030.1/31N/FFC7A.TNNN;n/a;finoox;251-1J27.345.3UL.S5PT-C26.01.0000.000;GASC CX 030.1D/37-AN1_.E_PC;4347;A;3;1;3609;Axial;8,038;6,463;28,47;5125;1760;20;VT06103;0,295;0,76;C;47,93;69,81;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;46,4;16;22,23;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Powder coated;7;18;6;yes;piece;1
GASC CX 031.2/2WM/FFA7E.TNNN;GASC CX;031.2/2WM/FFA7E.TNNN;n/a;finoox;251-2LU7.247.3UM.00NN-C26.01.0800.000;GASC CX 031.2D/27-ELW_.E;2736;E;2;1;2455;Axial;4,376;3,516;18,98;2263;900;11;VT03159U;0,178;0,38;C;41,09;62,71;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;35,6;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 031.2/31M/DFC4A.TNNN;GASC CX;031.2/31M/DFC4A.TNNN;n/a;finoox;251-2LUV.24H.3UC.SGPU-C26.01.0000.000;GASC CX 031.2C/34-AL1_.E_PC;3960;A;3;1;2465;Axial;6,384;5,122;32,1;3499;1000;14;VT03190;0,109;0,3;A;38,26;60,14;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;38,1;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC CX 020.1/31N/DDA4E.TNNN;GASC CX;020.1/31N/DDA4E.TNNN;n/a;finoox;251-1CM1.0YE.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/34-EN1_.E;1758;E;3;1;1102;Axial;2,975;2,394;12,59;1536;2000;10;VT03033U;0,105;0,26;C;48,91;70,38;1,3;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;22,5;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 020.1/21N/DDC4A.TNNN;GASC CX;020.1/21N/DDC4A.TNNN;n/a;finoox;251-1CK8.0YE.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/24-AN1_.E_PC;1356;A;2;1;1102;Axial;1,718;1,408;8,39;1024;2000;8;VT03033U;0,07;0,26;D;47,32;68,62;0,9;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;14,8;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 031.1/1XN/DFA7E.TNNN;GASC CX;031.1/1XN/DFA7E.TNNN;n/a;finoox;251-1B0P.245.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/17-ENX_.E;1461;E;1;1;2453;Axial;2,184;1,777;6,33;1833;1390;12;VT03159U;0,135;0,55;D;43,8;65,14;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,3;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.2/3XN/FFA4E.TNNN;GASC CX;031.2/3XN/FFA4E.TNNN;n/a;finoox;251-2LV9.245.3UL.S5PT-C26.01.0800.000;GASC CX 031.2D/34-ENX_.E;3721;E;3;1;2453;Axial;10,257;8,218;48,15;4526;1390;18;VT03159U;0,409;0,55;D;47,4;69,28;4,9;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;52,1;16;22,23;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 031.1/1WN/DFA7E.TNNN;GASC CX;031.1/1WN/DFA7E.TNNN;n/a;finoox;251-1B0P.246.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/17-ENW_.E;1461;E;1;1;2454;Axial;2,12;1,725;6,33;1728;1300;12;VT03159U;0,1;0,42;C;42,41;63,75;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,3;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.2/21N/FFA7E.TNNN;GASC CX;031.2/21N/FFA7E.TNNN;n/a;finoox;251-2LU7.24G.3UM.00NN-C26.01.0800.000;GASC CX 031.2D/27-EN1_.E;2967;E;2;1;2464;Axial;5,298;4,207;18,98;3295;1350;16;VT03190;0,173;0,7;B;44,62;66,24;3,2;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;34,4;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 031.1/3WM/FFC7A.TNNN;GASC CX;031.1/3WM/FFC7A.TNNN;n/a;finoox;251-1B54.247.3UL.S5PT-C26.01.0000.000;GASC CX 031.1D/37-ALW_.E_PC;3835;A;3;1;2455;Axial;6,297;5,101;28,47;3395;900;13;VT03159U;0,266;0,38;C;42,59;64,47;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;47;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Powder coated;7;18;6;yes;piece;1
GASC CX 031.2/2XM/DFA7E.TNNN;GASC CX;031.2/2XM/DFA7E.TNNN;n/a;finoox;251-2LTH.248.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-ELX_.E;2326;E;2;1;2456;Axial;3,056;2,468;12,65;1892;720;9;VT03159U;0,18;0,39;D;37,55;59,17;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.1/41M/FFC7A.TNNN;GASC CX;031.1/41M/FFC7A.TNNN;n/a;finoox;251-1B66.24H.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/47-AL1_.E_PC;5373;A;4;1;2465;Axial;8,954;7,252;37,96;4971;1000;17;VT03190;0,145;0,3;A+;39,14;61,27;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;59,3;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC CX 030.2/21N/DFE7A.TNNN;GASC CX;030.2/21N/DFE7A.TNNN;n/a;finoox;251-2LTW.345.3UN.00NN-C26.01.0000.000;GASC CX 030.2C/27-AN1_.E_Epoxy;2676;A;2;1;3609;Axial;4,308;3,448;12,65;3546;1760;17;VT06103;0,193;0,76;C;46,43;68,05;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;26,9;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 020.1/21M/FDE7A.TNNN;GASC CX;020.1/21M/FDE7A.TNNN;n/a;finoox;251-1CLG.0YF.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/27-AL1_.E_Epoxy;1452;A;2;1;1103;Axial;1,628;1,348;7,44;844;1500;6;VT03033U;0,041;0,16;A;43,27;64,57;1,3;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;16,7;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC CX 031.2/3WM/DFE7E.TNNN;GASC CX;031.2/3WM/DFE7E.TNNN;n/a;finoox;251-2LV1.247.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/37-ELW_.E_Epoxy;3752;E;3;1;2455;Axial;5,039;4,006;18,98;3624;900;14;VT03159U;0,265;0,38;D;42,55;64,43;3,2;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;42,6;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/11N/DDE7E.TNNN;GASC CX;031.1/11N/DDE7E.TNNN;n/a;finoox;251-1B0F.24G.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/17-EN1_.E_Epoxy;1554;E;1;1;2464;Axial;1,436;1,191;4,22;1284;1350;11;VT03190;0,086;0,7;D;45,24;66,49;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,1;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.1/11M/FFC7A.TNNN;GASC CX;031.1/11M/FFC7A.TNNN;n/a;finoox;251-1B1Y.24H.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/17-AL1_.E_PC;1771;A;1;1;2465;Axial;2,193;1,79;9,49;1243;1000;8;VT03190;0,036;0,3;A+;33,9;55,24;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,4;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 020.1/11M/FDC7A.TNNN;GASC CX;020.1/11M/FDC7A.TNNN;n/a;finoox;251-1AZU.0YF.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/17-AL1_.E_PC;1158;A;1;1;1103;Axial;0,761;0,653;3,72;422;1500;5;VT03033U;0,02;0,16;B;40,43;61,56;0,7;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;9,5;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC CX 031.2/4WN/DFC4A.TNNN;GASC CX;031.2/4WN/DFC4A.TNNN;n/a;finoox;251-2LVN.246.3UC.S5PT-C26.01.0000.000;GASC CX 031.2C/44-ANW_.E_PC;4614;A;4;1;2454;Axial;9,876;7,846;42,8;6263;1300;21;VT03159U;0,406;0,42;D;47,67;69,8;4,3;;400V 3~N - 3.4kW;AY7.001480;GASC4;3004;580;337;1360;552;52,2;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;387;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC CX 031.2/2XN/FFA7A.TNNN;GASC CX;031.2/2XN/FFA7A.TNNN;n/a;finoox;251-2LU5.245.3UM.00NN-C26.01.0000.000;GASC CX 031.2D/27-ANX_.E;2475;A;2;1;2453;Axial;5,407;4,286;18,98;3462;1390;17;VT03159U;0,271;0,55;D;46,21;67,83;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;32,3;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;235;;;;;;;;no;no;F;E;Aluminum;7;36;6;yes;piece;1
GASC CX 031.1/1XM/DDC4A.TNNN;GASC CX;031.1/1XM/DDC4A.TNNN;n/a;finoox;251-1B0A.248.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-ALX_.E_PC;1380;A;1;1;2456;Axial;1,135;0,954;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,9;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 031.2/2WN/DFC7E.TNNN;GASC CX;031.2/2WN/DFC7E.TNNN;n/a;finoox;251-2LU3.246.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-ENW_.E_PC;2688;E;2;1;2454;Axial;4,017;3,217;12,65;3455;1300;17;VT03159U;0,2;0,42;C;45,14;66,76;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.2/2WM/DFE7A.TNNN;GASC CX;031.2/2WM/DFE7A.TNNN;n/a;finoox;251-2LTX.247.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/27-ALW_.E_Epoxy;2342;A;2;1;2455;Axial;3,527;2,836;12,65;2416;900;12;VT03159U;0,176;0,38;D;41,05;62,67;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;27,3;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 020.1/31M/FDE4E.TNNN;GASC CX;020.1/31M/FDE4E.TNNN;n/a;finoox;251-1CN9.0YF.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/34-EL1_.E_Epoxy;2268;E;3;1;1103;Axial;2,967;2,418;18,88;1131;1500;7;VT03033U;0,06;0,16;B;45,47;66,94;1,9;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;25,4;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;F;E;Epoxy coated aluminum;4;24;6;yes;piece;1
GASC CX 020.1/21M/FDA7E.TNNN;GASC CX;020.1/21M/FDA7E.TNNN;n/a;finoox;251-1CKT.0YF.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/27-EL1_.E;1421;E;2;1;1103;Axial;1,651;1,367;7,44;844;1500;6;VT03033U;0,041;0,16;A;43,27;64,57;1,3;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;18,2;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;F;E;Aluminum;7;24;6;yes;piece;1
GASC CX 020.1/21M/FDA4E.TNNN;GASC CX;020.1/21M/FDA4E.TNNN;n/a;finoox;251-1CKZ.0YF.3UJ.00NN-C26.01.0800.000;GASC CX 020.1B/24-EL1_.E;1421;E;2;1;1103;Axial;1,965;1,621;12,59;754;1500;6;VT03033U;0,04;0,16;B;43,87;65,18;1,3;230V 1~ - 1kW;;;GASC2;1084;580;234;800;552;18,3;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA09750600230;H02LA10000400230;;AY7.004216.1;1;100;975;1;75;1000;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 031.2/2WN/DFC7A.TNNN;GASC CX;031.2/2WN/DFC7A.TNNN;n/a;finoox;251-2LU1.246.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/27-ANW_.E_PC;2464;A;2;1;2454;Axial;4,017;3,217;12,65;3455;1300;17;VT03159U;0,2;0,42;C;45,14;66,76;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;27,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;203;;;;;;;;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.2/2XN/DFE7A.TNNN;GASC CX;031.2/2XN/DFE7A.TNNN;n/a;finoox;251-2LTX.245.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/27-ANX_.E_Epoxy;2342;A;2;1;2453;Axial;4,369;3,495;12,65;3666;1390;18;VT03159U;0,27;0,55;D;46,53;68,15;2,1;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;337;1360;552;27,3;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;203;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/1WM/DDC4A.TNNN;GASC CX;031.1/1WM/DDC4A.TNNN;n/a;finoox;251-1B0A.247.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-ALW_.E_PC;1380;A;1;1;2455;Axial;1,314;1,095;7,13;741;900;6;VT03159U;0,091;0,38;E;39,1;60,35;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,9;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 031.2/31N/DFE7A.TNNN;GASC CX;031.2/31N/DFE7A.TNNN;n/a;finoox;251-2LUZ.24G.3UN.00NN-C26.01.0000.000;GASC CX 031.2C/37-AN1_.E_Epoxy;3764;A;3;1;2464;Axial;5,87;4,617;18,98;5271;1350;21;VT03190;0,26;0,7;C;45,67;67,56;3,2;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;37,2;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 020.1/31N/DDC7E.TNNN;GASC CX;020.1/31N/DDC7E.TNNN;n/a;finoox;251-1CMR.0YE.3UF.00NN-C26.01.0800.000;GASC CX 020.1A/37-EN1_.E_PC;2227;E;3;1;1102;Axial;2,114;1,716;7,44;1684;2000;11;VT03033U;0,108;0,26;D;48,4;69,87;1,3;230V 1~ - 1.6kW;;;GASC3;1484;580;234;1200;552;22,4;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BB13901000230;H02LA14100560230;;AY7.004217.1;1;100;1390;1;75;1410;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 030.2/21N/FFC7A.TNNN;GASC CX;030.2/21N/FFC7A.TNNN;n/a;finoox;251-2LUC.345.3UM.00NN-C26.01.0000.000;GASC CX 030.2D/27-AN1_.E_PC;3191;A;2;1;3609;Axial;5,002;3,967;18,98;3417;1760;16;VT06103;0,196;0,76;C;46,43;68,05;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,9;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 030.2/31N/DFA7E.TNNN;GASC CX;030.2/31N/DFA7E.TNNN;n/a;finoox;251-2LUJ.345.3UN.00NN-C26.01.0800.000;GASC CX 030.2C/37-EN1_.E;3920;E;3;1;3609;Axial;5,947;4,675;18,98;5319;1760;21;VT06103;0,289;0,76;C;47,93;69,81;3,2;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;42;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.2/4XN/DFE4A.TNNN;GASC CX;031.2/4XN/DFE4A.TNNN;n/a;finoox;251-2LVL.245.3UC.S5PT-C26.01.0000.000;GASC CX 031.2C/44-ANX_.E_Epoxy;4389;A;4;1;2453;Axial;11,175;8,862;42,8;6607;1390;22;VT03159U;0,544;0,55;D;48,54;70,67;4,3;;400V 3~N - 3.4kW;AY7.001480;GASC4;3004;580;337;1360;552;52,2;16;22,23;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;387;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC CX 031.1/11N/FFC7E.TNNN;GASC CX;031.1/11N/FFC7E.TNNN;n/a;finoox;251-1B1Z.24G.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-EN1_.E_PC;1961;E;1;1;2464;Axial;2,639;2,136;9,49;1647;1350;11;VT03190;0,087;0,7;B;41,89;63,23;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;19,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.1/11M/DFC4A.TNNN;GASC CX;031.1/11M/DFC4A.TNNN;n/a;finoox;251-1B10.24H.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/14-AL1_.E_PC;1698;A;1;1;2465;Axial;2,067;1,68;10,7;1166;1000;8;VT03190;0,036;0,3;A;34,03;55,37;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;4;24;4;yes;piece;1
GASC CX 030.1/11N/DFE7E.TNNN;GASC CX;030.1/11N/DFE7E.TNNN;n/a;finoox;251-1HW8.345.3UN.00NN-C26.01.0800.000;GASC CX 030.1C/17-EN1_.E_Epoxy;1815;E;1;1;3609;Axial;2,11;1,716;6,33;1773;1760;12;VT06103;0,096;0,76;C;43,7;65,04;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;17,1;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;7;24;4;yes;piece;1
GASC CX 031.1/2WN/FFC4A.TNNN;GASC CX;031.1/2WN/FFC4A.TNNN;n/a;finoox;251-1B3G.246.3UL.SGPU-C26.01.0000.000;GASC CX 031.1D/24-ANW_.E_PC;2865;A;2;1;2454;Axial;6,07;4,901;32,1;2875;1300;14;VT03159U;0,205;0,42;C;45,39;67,01;3,3;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;33,1;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Powder coated;4;18;6;yes;piece;1
GASC CX 030.1/11M/DDC7A.TNNN;GASC CX;030.1/11M/DDC7A.TNNN;n/a;finoox;251-1HVB.0YG.3UF.00NN-C26.01.0000.000;GASC CX 030.1A/17-AL1_.E_PC;1483;A;1;1;1104;Axial;1,136;0,955;4,22;914;1250;8;VT03034U;0,032;0,27;B;42,75;64;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;11,9;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 020.1/31M/FDA4A.TNNN;GASC CX;020.1/31M/FDA4A.TNNN;n/a;finoox;251-1CN2.0YF.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/34-AL1_.E;1632;A;3;1;1103;Axial;3,005;2,451;18,88;1131;1500;7;VT03033U;0,06;0,16;A;45,47;66,94;1,9;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;23,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 031.1/2XM/DDA7E.TNNN;GASC CX;031.1/2XM/DDA7E.TNNN;n/a;finoox;251-1B23.248.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/27-ELX_.E;2324;E;2;1;2456;Axial;2,114;1,724;8,44;1385;720;8;VT03159U;0,18;0,39;E;38,55;60,08;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;26,8;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;16;4;yes;piece;1
