TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC CX 031.2/3XN/FFE4E.TNNN;GASC CX;031.2/3XN/FFE4E.TNNN;n/a;finoox;251-2LVD.245.3UL.S5PT-C26.01.0800.000;GASC CX 031.2D/34-ENX_.E_Epoxy;4049;E;3;1;2453;Axial;10,111;8,097;48,15;4526;1390;18;VT03159U;0,409;0,55;D;47,4;69,28;4,9;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;52,1;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GASC CX 030.1/11M/DFE4A.TNNN;GASC CX;030.1/11M/DFE4A.TNNN;n/a;finoox;251-1HVV.0YG.3UN.00NN-C26.01.0000.000;GASC CX 030.1C/14-AL1_.E_Epoxy;1597;A;1;1;1104;Axial;2,099;1,715;10,7;1028;1250;7;VT03034U;0,029;0,27;A;43,05;64,39;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;13,6;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 031.1/1XM/DDA4A.TNNN;GASC CX;031.1/1XM/DDA4A.TNNN;n/a;finoox;251-1B02.248.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-ALX_.E;1141;A;1;1;2456;Axial;1,275;1,072;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,9;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 020.1/31N/FDA4A.TNNN;GASC CX;020.1/31N/FDA4A.TNNN;n/a;finoox;251-1CN2.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/34-AN1_.E;1632;A;3;1;1102;Axial;3,569;2,888;18,88;1428;2000;9;VT03033U;0,104;0,26;C;49,43;70,9;1,9;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;23,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC CX 020.1/31N/FDE7A.TNNN;GASC CX;020.1/31N/FDE7A.TNNN;n/a;finoox;251-1CNL.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/37-AN1_.E_Epoxy;1959;A;3;1;1102;Axial;2,953;2,386;11,17;1606;2000;10;VT03033U;0,107;0,26;C;48,64;70,11;1,9;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;23,4;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC CX 031.1/3XN/FFC7A.TNNN;GASC CX;031.1/3XN/FFC7A.TNNN;n/a;finoox;251-1B54.245.3UL.S5PT-C26.01.0000.000;GASC CX 031.1D/37-ANX_.E_PC;3835;A;3;1;2453;Axial;8,091;6,504;28,47;5193;1390;20;VT03159U;0,407;0,55;D;47,71;69,59;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;47;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;60;X;;;338;;;;;;;;no;no;F;E;Powder coated;7;18;6;yes;piece;1
GASC CX 030.1/21M/DDE7E.TNNN;GASC CX;030.1/21M/DDE7E.TNNN;n/a;finoox;251-1HXU.0YG.3UF.00NN-C26.01.0800.000;GASC CX 030.1A/27-EL1_.E_Epoxy;2759;E;2;1;1104;Axial;2,489;2,014;8,44;1829;1250;11;VT03034U;0,064;0,27;A;45,48;67,01;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;22,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 030.1/21M/DDC7A.TNNN;GASC CX;030.1/21M/DDC7A.TNNN;n/a;finoox;251-1HXZ.0YG.3UF.00NN-C26.01.0000.000;GASC CX 030.1A/27-AL1_.E_PC;2637;A;2;1;1104;Axial;2,357;1,908;8,44;1829;1250;11;VT03034U;0,064;0,27;B;45,48;67,01;1,4;;230V 1~ - 1.8kW;AY7.001476;GASC2;1644;580;234;1360;552;20,1;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;300;EC motor;5060;1;;;203;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC CX 031.1/11N/DFE4A.TNNN;GASC CX;031.1/11N/DFE4A.TNNN;n/a;finoox;251-1B0W.24G.3UN.00NN-C26.01.0000.000;GASC CX 031.1C/14-AN1_.E_Epoxy;1597;A;1;1;2464;Axial;2,716;2,185;10,7;1561;1350;11;VT03190;0,086;0,7;C;42,45;63,79;1,1;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;15;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 030.1/11M/DFA7E.TNNN;GASC CX;030.1/11M/DFA7E.TNNN;n/a;finoox;251-1HVJ.0YG.3UN.00NN-C26.01.0800.000;GASC CX 030.1C/17-EL1_.E;1579;E;1;1;1104;Axial;1,619;1,339;6,33;1101;1250;7;VT03034U;0,027;0,27;A+;43,45;64,79;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;15,3;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;24;4;yes;piece;1
GASC CX 031.1/1WM/FFC7E.TNNN;GASC CX;031.1/1WM/FFC7E.TNNN;n/a;finoox;251-1B1Z.247.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-ELW_.E_PC;1847;E;1;1;2455;Axial;2,053;1,679;9,49;1132;900;8;VT03159U;0,089;0,38;C;38,35;59,7;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.2/31N/DFA4A.TNNN;GASC CX;031.2/31N/DFA4A.TNNN;n/a;finoox;251-2LUM.24G.3UC.SGPU-C26.01.0000.000;GASC CX 031.2C/34-AN1_.E;3434;A;3;1;2464;Axial;8,555;6,837;32,1;4683;1350;18;VT03190;0,259;0,7;C;46,68;68,56;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;38,1;16;22,23;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;302;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC CX 031.2/21N/DFA4E.TNNN;GASC CX;031.2/21N/DFA4E.TNNN;n/a;finoox;251-2LTM.24G.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-EN1_.E;2555;E;2;1;2464;Axial;5,512;4,375;21,4;3122;1350;15;VT03190;0,173;0,7;C;45,18;66,8;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;28,9;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;4;24;4;yes;piece;1
GASC CX 031.2/21N/FFE7A.TNNN;GASC CX;031.2/21N/FFE7A.TNNN;n/a;finoox;251-2LU9.24G.3UM.00NN-C26.01.0000.000;GASC CX 031.2D/27-AN1_.E_Epoxy;2947;A;2;1;2464;Axial;5,247;4,166;18,98;3295;1350;16;VT03190;0,173;0,7;B;44,62;66,24;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;31,1;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;235;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;36;6;yes;piece;1
GASC CX 020.1/11N/FDA7A.TNNN;GASC CX;020.1/11N/FDA7A.TNNN;n/a;finoox;251-1AZ8.0YE.3UJ.00NN-C26.01.0000.000;GASC CX 020.1B/17-AN1_.E;943;A;1;1;1102;Axial;0,957;0,814;3,72;535;2000;6;VT03033U;0,036;0,26;C;44,2;65,33;0,7;;230V 1~ - 0.59kW;AY7.001473;GASC1;684;580;234;400;552;9,5;9,52;9,52;n/a;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;114;;;;;;;;no;no;F;E;Aluminum;7;24;6;yes;piece;1
GASC CX 031.1/11M/DFE4E.TNNN;GASC CX;031.1/11M/DFE4E.TNNN;n/a;finoox;251-1B0X.24H.3UN.00NN-C26.01.0800.000;GASC CX 031.1C/14-EL1_.E_Epoxy;1744;E;1;1;2465;Axial;2,275;1,849;10,7;1166;1000;8;VT03190;0,036;0,3;A;34,03;55,37;1,1;230V 1~ - 0.95kW;;;GASC1;964;580;337;680;552;16,8;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 030.2/21N/DFE4E.TNNN;GASC CX;030.2/21N/DFE4E.TNNN;n/a;finoox;251-2LTQ.345.3UN.00NN-C26.01.0800.000;GASC CX 030.2C/24-EN1_.E_Epoxy;2911;E;2;1;3609;Axial;5,568;4,411;21,4;3315;1760;16;VT06103;0,201;0,76;C;46,43;68,05;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,7;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 031.1/2WN/FFE4E.TNNN;GASC CX;031.1/2WN/FFE4E.TNNN;n/a;finoox;251-1B3D.246.3UL.SGPU-C26.01.0800.000;GASC CX 031.1D/24-ENW_.E_Epoxy;2979;E;2;1;2454;Axial;6,695;5,401;32,1;2875;1300;14;VT03159U;0,205;0,42;C;45,39;67,01;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36,4;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GASC CX 031.1/1XM/DDA7E.TNNN;GASC CX;031.1/1XM/DDA7E.TNNN;n/a;finoox;251-1AZZ.248.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/17-ELX_.E;1287;E;1;1;2456;Axial;1,03;0,876;4,22;693;720;6;VT03159U;0,09;0,39;E;35,82;57,07;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,7;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC CX 031.1/31N/FFA7A.TNNN;GASC CX;031.1/31N/FFA7A.TNNN;n/a;finoox;251-1B4J.24G.3UL.S5PT-C26.01.0000.000;GASC CX 031.1D/37-AN1_.E;3689;A;3;1;2464;Axial;8,487;6,829;28,47;4942;1350;19;VT03190;0,26;0,7;B;46,12;68;4,9;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;45,2;16;22,23;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Aluminum;7;18;6;yes;piece;1
GASC CX 031.1/2XN/FFA4E.TNNN;GASC CX;031.1/2XN/FFA4E.TNNN;n/a;finoox;251-1B39.245.3UL.SGPU-C26.01.0800.000;GASC CX 031.1D/24-ENX_.E;2736;E;2;1;2453;Axial;7,047;5,686;32,1;3017;1390;14;VT03159U;0,273;0,55;D;45,9;67,52;3,3;230V 1~ - 3kW;;;GASC2;1644;580;337;1360;552;36,4;16;22,23;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001477.1;2;100;1535;1;75;1570;no;no;F;E;Aluminum;4;18;6;yes;piece;1
GASC CX 030.2/21N/DFC7E.TNNN;GASC CX;030.2/21N/DFC7E.TNNN;n/a;finoox;251-2LU2.345.3UN.00NN-C26.01.0800.000;GASC CX 030.2C/27-EN1_.E_PC;3036;E;2;1;3609;Axial;4,062;3,252;12,65;3546;1760;17;VT06103;0,193;0,76;C;46,43;68,05;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,5;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;300;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.2/3WN/DFA4A.TNNN;GASC CX;031.2/3WN/DFA4A.TNNN;n/a;finoox;251-2LUM.246.3UC.SGPU-C26.01.0000.000;GASC CX 031.2C/34-ANW_.E;3089;A;3;1;2454;Axial;8,569;6,848;32,1;4697;1300;18;VT03159U;0,304;0,42;C;46,67;68,55;3,3;;230V 1~ - 2.45kW;AY7.001478;GASC3;2324;580;337;2040;552;39,9;16;22,23;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;302;;;;;;;;no;no;D;E;Aluminum;4;12;4;yes;piece;1
GASC CX 031.2/21N/DFE4E.TNNN;GASC CX;031.2/21N/DFE4E.TNNN;n/a;finoox;251-2LTR.24G.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/24-EN1_.E_Epoxy;2797;E;2;1;2464;Axial;5,416;4,296;21,4;3122;1350;15;VT03190;0,173;0,7;C;45,18;66,8;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;28,9;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;24;4;yes;piece;1
GASC CX 031.1/11N/DDC4A.TNNN;GASC CX;031.1/11N/DDC4A.TNNN;n/a;finoox;251-1B0A.24G.3UF.00NN-C26.01.0000.000;GASC CX 031.1A/14-AN1_.E_PC;1496;A;1;1;2464;Axial;1,704;1,398;7,13;1148;1350;10;VT03190;0,087;0,7;D;46,92;68,18;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC CX 031.2/21M/DFC7E.TNNN;GASC CX;031.2/21M/DFC7E.TNNN;n/a;finoox;251-2LU3.24H.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-EL1_.E_PC;2918;E;2;1;2465;Axial;3,51;2,821;12,65;2637;1000;13;VT03190;0,072;0,3;A;36,61;58,23;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;28,7;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 031.1/41N/FFE7E.TNNN;GASC CX;031.1/41N/FFE7E.TNNN;n/a;finoox;251-1B63.24G.3UK.S5PY-C26.01.0800.000;GASC CX 031.1D/47-EN1_.E_Epoxy;5651;E;4;1;2464;Axial;11,277;9,094;37,96;6590;1350;22;VT03190;0,346;0,7;B;47,13;69,25;6,4;400V 3~N - 5.7kW;;;GASC4;3004;580;337;1360;552;65,4;16;22,23;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB29002300230;H02LA29601100230;;AY7.001481.1;2;100;2900;1;75;2960;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC CX 031.1/11M/FFA4E.TNNN;GASC CX;031.1/11M/FFA4E.TNNN;n/a;finoox;251-1B1H.24H.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/14-EL1_.E;1712;E;1;1;2465;Axial;2,722;2,218;16,05;1056;1000;7;VT03190;0,036;0,3;A;34,32;55,66;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;19,8;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Aluminum;4;36;6;yes;piece;1
GASC CX 031.2/2WM/FFC7A.TNNN;GASC CX;031.2/2WM/FFC7A.TNNN;n/a;finoox;251-2LUD.247.3UM.00NN-C26.01.0000.000;GASC CX 031.2D/27-ALW_.E_PC;2837;A;2;1;2455;Axial;4,07;3,27;18,98;2263;900;11;VT03159U;0,178;0,38;C;41,09;62,71;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;32,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.1/2WN/FFE4A.TNNN;GASC CX;031.1/2WN/FFE4A.TNNN;n/a;finoox;251-1B3C.246.3UL.SGPU-C26.01.0000.000;GASC CX 031.1D/24-ANW_.E_Epoxy;2719;A;2;1;2454;Axial;6,695;5,401;32,1;2875;1300;14;VT03159U;0,205;0,42;C;45,39;67,01;3,3;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;33,1;16;22,23;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;18;6;yes;piece;1
GASC CX 031.2/2WN/FFC7A.TNNN;GASC CX;031.2/2WN/FFC7A.TNNN;n/a;finoox;251-2LUD.246.3UM.00NN-C26.01.0000.000;GASC CX 031.2D/27-ANW_.E_PC;2837;A;2;1;2454;Axial;4,916;3,904;18,98;3277;1300;16;VT03159U;0,202;0,42;C;45,11;66,73;3,2;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;32,3;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.1/21M/DDA7E.TNNN;GASC CX;031.1/21M/DDA7E.TNNN;n/a;finoox;251-1B23.24H.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/27-EL1_.E;2554;E;2;1;2465;Axial;2,602;2,115;8,44;1928;1000;11;VT03190;0,073;0,3;B;37,42;58,95;1,4;230V 1~ - 1.8kW;;;GASC2;1644;580;234;1360;552;25,6;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;16;4;yes;piece;1
GASC CX 030.1/11M/DDA4A.TNNN;GASC CX;030.1/11M/DDA4A.TNNN;n/a;finoox;251-1HUM.0YG.3UF.00NN-C26.01.0000.000;GASC CX 030.1A/14-AL1_.E;1258;A;1;1;1104;Axial;1,569;1,303;7,13;818;1250;7;VT03034U;0,034;0,27;B;42,63;63,88;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;11,9;9,52;9,52;n/a;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;137;;;;;;;;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 031.1/4WN/FFC7A.TNNN;GASC CX;031.1/4WN/FFC7A.TNNN;n/a;finoox;251-1B66.246.3UK.S5PY-C26.01.0000.000;GASC CX 031.1D/47-ANW_.E_PC;4914;A;4;1;2454;Axial;10,598;8,552;37,96;6555;1300;22;VT03159U;0,404;0,42;C;47,61;69,74;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;61,7;16;22,23;n/a;Inclusive;Inclusive;No;Yes;315;AC motor;50;W;;;423;;;;;;;;no;no;F;E;Powder coated;7;12;6;yes;piece;1
GASC CX 031.1/1XM/DDA4E.TNNN;GASC CX;031.1/1XM/DDA4E.TNNN;n/a;finoox;251-1B03.248.3UF.00NN-C26.01.0800.000;GASC CX 031.1A/14-ELX_.E;1287;E;1;1;2456;Axial;1,275;1,072;7,13;589;720;5;VT03159U;0,09;0,39;E;36,42;57,67;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;15,8;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC CX 031.2/2XM/DFC7E.TNNN;GASC CX;031.2/2XM/DFC7E.TNNN;n/a;finoox;251-2LU3.248.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-ELX_.E_PC;2688;E;2;1;2456;Axial;2,842;2,295;12,65;1892;720;9;VT03159U;0,18;0,39;D;37,55;59,17;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;29,9;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Powder coated;7;24;4;yes;piece;1
GASC CX 030.1/41N/FFE7A.TNNN;GASC CX;030.1/41N/FFE7A.TNNN;n/a;finoox;251-1J3M.345.3UK.S5PY-C26.01.0000.000;GASC CX 030.1D/47-AN1_.E_Epoxy;5390;A;4;1;3609;Axial;11,5;9,269;37,96;6834;1760;23;VT06103;0,393;0,76;B;48,93;71,06;6,4;;400V 3~N - 5.7kW;AY7.001481;GASC4;3004;580;337;1360;552;60,9;16;22,23;Inclusive;n/a;Inclusive;No;Yes;300;EC motor;5060;1;;;423;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GASC CX 020.1/31N/DDE7A.TNNN;GASC CX;020.1/31N/DDE7A.TNNN;n/a;finoox;251-1CMJ.0YE.3UF.00NN-C26.01.0000.000;GASC CX 020.1A/37-AN1_.E_Epoxy;1746;A;3;1;1102;Axial;2,23;1,812;7,44;1684;2000;11;VT03033U;0,108;0,26;C;48,4;69,87;1,3;;230V 1~ - 1.6kW;AY7.004217;GASC3;1484;580;234;1200;552;20,6;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;279;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;16;4;yes;piece;1
GASC CX 031.1/1WN/FFC7E.TNNN;GASC CX;031.1/1WN/FFC7E.TNNN;n/a;finoox;251-1B1Z.246.3UM.00NN-C26.01.0800.000;GASC CX 031.1D/17-ENW_.E_PC;1847;E;1;1;2454;Axial;2,631;2,13;9,49;1639;1300;11;VT03159U;0,101;0,42;C;42,38;63,72;1,7;230V 1~ - 1.55kW;;;GASC1;964;580;337;680;552;20,3;9,52;9,52;n/a;Inclusive;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001475.1;2;100;855;1;75;890;no;no;F;E;Powder coated;7;36;6;yes;piece;1
GASC CX 031.1/11M/FFC4A.TNNN;GASC CX;031.1/11M/FFC4A.TNNN;n/a;finoox;251-1B1Q.24H.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/14-AL1_.E_PC;1788;A;1;1;2465;Axial;2,422;1,974;16,05;1056;1000;7;VT03190;0,036;0,3;A;34,32;55,66;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;17,6;9,52;9,52;n/a;Inclusive;Inclusive;No;Yes;315;EC motor;5060;1;;;171;;;;;;;;no;no;F;E;Powder coated;4;36;6;yes;piece;1
GASC CX 031.1/1XN/FFA4A.TNNN;GASC CX;031.1/1XN/FFA4A.TNNN;n/a;finoox;251-1B1G.245.3UM.00NN-C26.01.0000.000;GASC CX 031.1D/14-ANX_.E;1406;A;1;1;2453;Axial;3,513;2,832;16,05;1509;1390;10;VT03159U;0,136;0,55;D;43,17;64,51;1,7;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;18,2;9,52;9,52;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;171;;;;;;;;no;no;F;E;Aluminum;4;36;6;yes;piece;1
GASC CX 031.2/21M/DFA7E.TNNN;GASC CX;031.2/21M/DFA7E.TNNN;n/a;finoox;251-2LTH.24H.3UN.00NN-C26.01.0800.000;GASC CX 031.2C/27-EL1_.E;2555;E;2;1;2465;Axial;3,774;3,033;12,65;2637;1000;13;VT03190;0,072;0,3;A;36,61;58,23;2,1;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;28,7;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;7;24;4;yes;piece;1
