TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (CO2 SC2);DX Evap (CO2 SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC CX 035.1/11L/DDE7A.TNNN;GADC CX;035.1/11L/DDE7A.TNNN;n/a;finoox;203-1AGG.2HH.1JL.00NN-C26.01.0000.000;GADC CX 035.1-04_1-07-AE31-CC-E80AR-2907_Epoxy;2719;A;1;1;2907;Axial;2,104;1,71;8,44;1549;930;6;VT03192U.1;0,049;0,59;A;33,85;55,37;1,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;34,4;9,52;9,52;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;32;4;yes;piece;1
GADC CX 035.2/2WN/HEA4E.TNNN;GADC CX;035.2/2WN/HEA4E.TNNN;n/a;finoox;203-1ABB.2PV.1HU.RL36-C26.01.0800.000;GADC CX 035.2-08_2-04-E0W-CL-E80AR-3123_Alu;6042;E;2;1;3123;Axial;10,827;8,86;71,34;4130;1340;11;VT03207;0,321;0,73;C;55,68;77,52;7,3;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;94,1;16;22,23;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Aluminum;4;20;8;yes;piece;1
GADC CX 035.1/31S/HEC7A.TNNN;GADC CX;035.1/31S/HEC7A.TNNN;n/a;finoox;203-1AVU.2HJ.1HU.RL2L-C26.01.0000.000;GADC CX 035.1-08_3-07-AE41-CL-E80AR-2908_PC;9171;A;3;1;2908;Axial;8,418;6,922;63,27;3738;695;8;VT03192U.1;0,091;0,25;A+;33,31;55,41;10,7;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;111,3;16;22,23;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;750;;;;;;;;no;no;L;E;Powder coated;7;20;8;yes;piece;1
GADC CX 035.1/11M/FDC4E.TNNN;GADC CX;035.1/11M/FDC4E.TNNN;n/a;finoox;203-1AQD.2HG.1JM.00NN-C26.01.0800.000;GADC CX 035.1-06_1-04-EE21-CC-E80AR-2906_PC;4328;E;1;1;2906;Axial;3,664;2,948;21,4;1850;1310;8;VT03192U.1;0,113;0,98;C;40,7;62,23;2,2;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;41,6;9,52;9,52;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;4;48;6;yes;piece;1
GADC CX 035.2/1WL/DEC7A.TNNN;GADC CX;035.2/1WL/DEC7A.TNNN;n/a;finoox;203-1ARU.2PX.1JQ.00NN-C26.01.0000.000;GADC CX 035.2-04_1-07-A0W-CL-E80AR-3125_PC;3654;A;1;1;3125;Axial;2,247;1,824;10,55;1628;850;6;VT03208;0,062;0,3;B;42,94;64,51;1,9;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;40,2;9,52;9,52;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;411;;;;;;;;no;no;L;E;Powder coated;7;40;4;yes;piece;1
GADC CX 035.1/31L/DEA4A.TNNN;GADC CX;035.1/31L/DEA4A.TNNN;n/a;finoox;203-1ADA.2HH.1HA.RJVT-C26.01.0000.000;GADC CX 035.1-04_3-04-AE31-CL-E80AR-2907_Alu;6268;A;3;1;2907;Axial;9,49;7,576;53,5;4715;930;10;VT03192U.1;0,146;0,59;A;38,32;60,42;5,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;86,6;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;L;E;Aluminum;4;20;4;yes;piece;1
GADC CX 035.2/3WL/DDA4E.TNPN;GADC CX;035.2/3WL/DDA4E.TNPN;n/a;finoox;203-1AC9.2PX.1HB.RJTB-C26.01.0800.010;GADC CX 035.2-04_3-04-E0W-CC-E80AR-3125_Alu;5738;E;3;1;3125;Axial;8,387;6,724;42,8;4208;850;10;VT03208;0,186;0,3;B;47,22;69,28;4,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;87,9;16;16;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Aluminum;4;16;4;yes;piece;1
GADC CX 035.2/4WL/DEC4A.TNPN;GADC CX;035.2/4WL/DEC4A.TNPN;n/a;finoox;203-1AX4.2PX.1H4.RL2L-C26.01.0000.010;GADC CX 035.2-04_4-04-A0W-CL-E80AR-3125_PC;8668;A;4;1;3125;Axial;11,459;9,239;71,34;6137;850;11;VT03208;0,247;0,3;B;48,19;70,53;7,3;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;118,7;16;22,23;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;593;;;;;;;;no;no;L;E;Powder coated;4;10;4;yes;piece;1
GADC CX 035.1/31N/DDE4A.TNNN;GADC CX;035.1/31N/DDE4A.TNNN;n/a;finoox;203-1AL6.2HF.1HB.RJVQ-C26.01.0000.000;GADC CX 035.1-04_3-04-AE11-CC-E80AR-2905_Epoxy;5735;A;3;1;2905;Axial;10,733;8,5;42,8;6943;1475;17;VT03192U.1;0,485;1,35;D;49,78;71,84;4,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;76,8;16;16;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GADC CX 035.1/31S/FDA7A.TNNN;GADC CX;035.1/31S/FDA7A.TNNN;n/a;finoox;203-1ABS.2HJ.1HG.RJV7-C26.01.0000.000;GADC CX 035.1-06_3-07-AE41-CC-E80AR-2908_Alu;6038;A;3;1;2908;Axial;6,999;5,673;37,96;3506;695;8;VT03192U.1;0,093;0,25;A+;31,91;53,96;6,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;85,8;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Aluminum;7;24;6;yes;piece;1
GADC CX 035.1/31L/DEC4A.TNNN;GADC CX;035.1/31L/DEC4A.TNNN;n/a;finoox;203-1AV6.2HH.1HA.RJVT-C26.01.0000.000;GADC CX 035.1-04_3-04-AE31-CL-E80AR-2907_PC;7360;A;3;1;2907;Axial;8,446;6,743;53,5;4715;930;10;VT03192U.1;0,146;0,59;A;38,32;60,42;5,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;318;;963;86,6;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.2/4XE/DEA7A.TNPN;GADC CX;035.2/4XE/DEA7A.TNPN;n/a;finoox;203-1AEW.2Q0.1H4.RL2R-C26.01.0000.010;GADC CX 035.2-04_4-07-A0X-CL-E80AR-3128_Alu;7552;A;4;1;3128;Axial;7,677;6,278;42,18;4652;515;9;VT03208;0,199;0,23;A;41,19;63,53;7,3;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;318;;963;118,2;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;593;;;;;;;;no;no;L;E;Aluminum;7;10;4;yes;piece;1
GADC CX 035.2/3WL/FDC4E.TNNN;GADC CX;035.2/3WL/FDC4E.TNNN;n/a;finoox;203-1AU9.2PX.1HG.RJVR-C26.01.0800.000;GADC CX 035.2-06_3-04-E0W-CC-E80AR-3125_PC;7006;E;3;1;3125;Axial;8,289;6,66;64,2;3960;850;9;VT03208;0,187;0,3;B;47,22;69,28;6,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;97,6;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Powder coated;4;24;6;yes;piece;1
GADC CX 035.2/2WN/DDC7A.TNNN;GADC CX;035.2/2WN/DDC7A.TNNN;n/a;finoox;203-1ASQ.2PV.1HB.RJTB-C26.01.0000.000;GADC CX 035.2-04_2-07-A0W-CC-E80AR-3123_PC;4674;A;2;1;3123;Axial;4,972;4,011;16,87;4476;1340;13;VT03207;0,313;0,73;D;55,72;77,52;2,9;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;61;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;500;;;;;;;;no;no;C;E;Powder coated;7;16;4;yes;piece;1
GADC CX 035.2/3WL/DDA7E.TNNN;GADC CX;035.2/3WL/DDA7E.TNNN;n/a;finoox;203-1ABR.2PX.1HB.RJTB-C26.01.0800.000;GADC CX 035.2-04_3-07-E0W-CC-E80AR-3125_Alu;5486;E;3;1;3125;Axial;6,502;5,237;25,31;4542;850;11;VT03208;0,185;0,3;B;47,22;69,28;4,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;87,5;16;16;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Aluminum;7;16;4;yes;piece;1
GADC CX 035.1/21E/FEC7E.TNNN;GADC CX;035.1/21E/FEC7E.TNNN;n/a;finoox;203-1ATV.2HK.1HP.RJVC-C26.01.0800.000;GADC CX 035.1-06_2-07-EE51-CL-E80AR-2909_PC;6298;E;2;1;2909;Axial;4,221;3,457;31,64;2062;535;5;VT03192U.1;0,042;0,18;A+;27,62;49,46;5,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;77,5;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Powder coated;7;30;6;yes;piece;1
GADC CX 035.2/3WN/DEA7E.TNNN;GADC CX;035.2/3WN/DEA7E.TNNN;n/a;finoox;203-1ACT.2PV.1H4.RL2L-C26.01.0800.000;GADC CX 035.2-04_3-07-E0W-CL-E80AR-3123_Alu;6903;E;3;1;3123;Axial;9,238;7,479;31,64;7288;1340;16;VT03207;0,455;0,73;C;57,18;79,28;5,6;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;102,3;16;22,23;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Aluminum;7;10;4;yes;piece;1
GADC CX 035.2/3WN/HEE4E.TNPN;GADC CX;035.2/3WN/HEE4E.TNPN;n/a;finoox;203-1AMD.2PV.1H2.RL2U-C26.01.0800.010;GADC CX 035.2-08_3-04-E0W-CL-E80AR-3123_Epoxy;8738;E;3;1;3123;Axial;15,746;12,837;107;6194;1340;13;VT03207;0,481;0,73;C;57,18;79,28;10,8;(2x) 400V 3~N+PE - 9,3kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;130,8;16;22,23;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002378;8;0;2288;2;150;2290;no;no;L;E;Epoxy coated aluminum;4;12;8;yes;piece;1
GADC CX 035.1/11N/HDA4A.TNNN;GADC CX;035.1/11N/HDA4A.TNNN;n/a;finoox;203-1A84.2HF.1JP.00NN-C26.01.0000.000;GADC CX 035.1-08_1-04-AE11-CC-E80AR-2905_Alu;3083;A;1;1;2905;Axial;4,685;3,76;28,53;1986;1475;8;VT03192U.1;0,16;1,35;C;48,26;69,79;2,9;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;268;616;963;41,2;9,52;9,52;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;545;;;;;;;;no;no;C;E;Aluminum;4;64;8;yes;piece;1
GADC CX 035.2/4XL/FEA7A.TNPN;GADC CX;035.2/4XL/FEA7A.TNPN;n/a;finoox;203-1AEY.2PZ.1HD.RL2J-C26.01.0000.010;GADC CX 035.2-06_4-07-A0X-CL-E80AR-3127_Alu;8181;A;4;1;3127;Axial;13,505;10,941;63,27;7206;930;13;VT03208;0,333;0,39;A;52,19;74,53;10,7;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;134,4;16;22,23;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;714;;;;;;;;no;no;L;E;Aluminum;7;14;6;yes;piece;1
GADC CX 035.1/41S/FEE4A.TNNN;GADC CX;035.1/41S/FEE4A.TNNN;n/a;finoox;203-1APE.2HJ.1HD.RL2J-C26.01.0000.000;GADC CX 035.1-06_4-04-AE41-CL-E80AR-2908_Epoxy;9077;A;4;1;2908;Axial;12,27;10,057;107;4653;695;9;VT03192U.1;0,124;0,25;A+;32,77;55,11;10,7;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;129,4;16;22,23;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;714;;;;;;;;no;no;L;E;Epoxy coated aluminum;4;14;6;yes;piece;1
GADC CX 035.2/2XL/FEA4E.TNNN;GADC CX;035.2/2XL/FEA4E.TNNN;n/a;finoox;203-1AB9.2PZ.1HP.RJV8-C26.01.0800.000;GADC CX 035.2-06_2-04-E0X-CL-E80AR-3127_Alu;4859;E;2;1;3127;Axial;8,098;6,552;53,5;3332;930;9;VT03208;0,167;0,39;B;49,68;71,52;5,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;80,9;16;16;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Aluminum;4;30;6;yes;piece;1
GADC CX 035.1/31E/FEC4A.TNPN;GADC CX;035.1/31E/FEC4A.TNPN;n/a;finoox;203-1AV8.2HK.1HP.RJV8-C26.01.0000.010;GADC CX 035.1-06_3-04-AE51-CL-E80AR-2909_PC;8107;A;3;1;2909;Axial;6,641;5,419;80,25;2783;535;6;VT03192U.1;0,064;0,18;A+;26,9;49;7,9;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;99,1;16;16;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Powder coated;4;30;6;yes;piece;1
GADC CX 035.1/41S/DDA7A.TNNN;GADC CX;035.1/41S/DDA7A.TNNN;n/a;finoox;203-1ADU.2HJ.1HB.RJTB-C26.01.0000.000;GADC CX 035.1-04_4-07-AE41-CC-E80AR-2908_Alu;6955;A;4;1;2908;Axial;7,462;6,01;33,75;4875;695;10;VT03192U.1;0,122;0,25;A+;33,85;56,15;5,6;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;98,3;16;16;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Aluminum;7;16;4;yes;piece;1
GADC CX 035.1/31L/FDE7A.TNNN;GADC CX;035.1/31L/FDE7A.TNNN;n/a;finoox;203-1ALS.2HH.1HH.RL2M-C26.01.0000.000;GADC CX 035.1-06_3-07-AE31-CC-E80AR-2907_Epoxy;6965;A;3;1;2907;Axial;8,149;6,657;37,96;4472;930;11;VT03192U.1;0,145;0,59;A;37,46;59,51;6,5;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;86,7;16;22,23;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Epoxy coated aluminum;7;12;6;yes;piece;1
GADC CX 035.2/3WE/DEE7E.TNPN;GADC CX;035.2/3WE/DEE7E.TNPN;n/a;finoox;203-1AMT.2PY.1HA.RJTC-C26.01.0800.010;GADC CX 035.2-04_3-07-E0W-CL-E80AR-3126_Epoxy;6428;E;3;1;3126;Axial;6,275;5,079;31,64;3930;585;8;VT03208;0,142;0,22;A;40,18;62,28;5,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;97,2;16;16;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Epoxy coated aluminum;7;20;4;yes;piece;1
GADC CX 035.2/2WN/FDA4A.TNPN;GADC CX;035.2/2WN/FDA4A.TNPN;n/a;finoox;203-1AA6.2PV.1HG.RJV7-C26.01.0000.010;GADC CX 035.2-06_2-04-A0W-CC-E80AR-3123_Alu;4194;A;2;1;3123;Axial;8,54;6,875;42,8;3884;1340;11;VT03207;0,325;0,73;D;55,72;77,52;4,3;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;268;1296;963;67,7;16;16;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;500;;;;;;;;no;no;C;E;Aluminum;4;24;6;yes;piece;1
GADC CX 035.1/11S/FDE4E.TNNN;GADC CX;035.1/11S/FDE4E.TNNN;n/a;finoox;203-1AG1.2HJ.1JM.00NN-C26.01.0800.000;GADC CX 035.1-06_1-04-EE41-CC-E80AR-2908_Epoxy;3346;E;1;1;2908;Axial;2,668;2,184;21,4;1026;695;4;VT03192U.1;0,032;0,25;A+;25,7;47,23;2,2;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;41,6;9,52;9,52;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;4;48;6;yes;piece;1
GADC CX 035.1/41M/DDE4A.TNNN;GADC CX;035.1/41M/DDE4A.TNNN;n/a;finoox;203-1ANA.2HG.1HC.RL2K-C26.01.0000.000;GADC CX 035.1-04_4-04-AE21-CC-E80AR-2906_Epoxy;7925;A;4;1;2906;Axial;13,625;10,852;57,07;7980;1310;17;VT03192U.1;0,446;0,98;C;45,84;68,14;5,8;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;99,8;16;22,23;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Epoxy coated aluminum;4;8;4;yes;piece;1
GADC CX 035.1/11E/HDC7A.TNNN;GADC CX;035.1/11E/HDC7A.TNNN;n/a;finoox;203-1AQW.2HK.1JP.00NN-C26.01.0000.000;GADC CX 035.1-08_1-07-AE51-CC-E80AR-2909_PC;4094;A;1;1;2909;Axial;2,066;1,699;16,87;901;535;4;VT03192U.1;0,022;0,18;A+;22,03;43,55;2,9;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;268;616;963;41;9,52;9,52;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;545;;;;;;;;no;no;C;E;Powder coated;7;64;8;yes;piece;1
GADC CX 035.1/21S/HEA4E.TNNN;GADC CX;035.1/21S/HEA4E.TNNN;n/a;finoox;203-1ABB.2HJ.1HT.RJV8-C26.01.0800.000;GADC CX 035.1-08_2-04-EE41-CL-E80AR-2908_Alu;5711;E;2;1;2908;Axial;6,28;5,182;71,34;2188;695;6;VT03192U.1;0,063;0,25;A+;29,14;50,98;7,1;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;87,4;16;16;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Aluminum;4;40;8;yes;piece;1
GADC CX 035.1/11S/FEE7E.TNPN;GADC CX;035.1/11S/FEE7E.TNPN;n/a;finoox;203-1AHM.2HJ.1JR.00NN-C26.01.0800.010;GADC CX 035.1-06_1-07-EE41-CL-E80AR-2908_Epoxy;3914;E;1;1;2908;Axial;2,644;2,153;15,82;1284;695;5;VT03192U.1;0,03;0,25;A+;29,76;51,33;2,8;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;47,5;9,52;9,52;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;7;60;6;yes;piece;1
GADC CX 035.1/31M/DDC7A.TNNN;GADC CX;035.1/31M/DDC7A.TNNN;n/a;finoox;203-1AUN.2HG.1HB.RJTB-C26.01.0000.000;GADC CX 035.1-04_3-07-AE21-CC-E80AR-2906_PC;6705;A;3;1;2906;Axial;7,39;5,926;25,31;6538;1310;16;VT03192U.1;0,327;0,98;C;45,68;67,73;4,3;;400V 3~N+PE - 6,0kW;AY7.002382;DualCompact_3_08_1_o;2456;1026;268;;963;76,4;16;16;n/a;Inclusive;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;552;;;;;;;;no;no;C;E;Powder coated;7;16;4;yes;piece;1
GADC CX 035.1/11E/DDA7A.TNNN;GADC CX;035.1/11E/DDA7A.TNNN;n/a;finoox;203-1A7G.2HK.1JL.00NN-C26.01.0000.000;GADC CX 035.1-04_1-07-AE51-CC-E80AR-2909_Alu;2699;A;1;1;2909;Axial;1,568;1,294;8,44;979;535;4;VT03192U.1;0,021;0,18;A+;23,93;45,46;1,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;34,4;9,52;9,52;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Aluminum;7;32;4;yes;piece;1
GADC CX 035.2/2WL/DEC4A.TNPN;GADC CX;035.2/2WL/DEC4A.TNPN;n/a;finoox;203-1AT8.2PX.1HA.RJTC-C26.01.0000.010;GADC CX 035.2-04_2-04-A0W-CL-E80AR-3125_PC;5209;A;2;1;3125;Axial;5,721;4,611;35,67;3069;850;8;VT03208;0,124;0,3;B;45,68;67,52;3,6;;230/400V+N+PE - 4,0kW;AY7.002381;DualCompact_2_04_1_o;1776;1026;318;1296;963;65,7;16;16;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;500;;;;;;;;no;no;L;E;Powder coated;4;20;4;yes;piece;1
GADC CX 035.1/21E/FEE7A.TNNN;GADC CX;035.1/21E/FEE7A.TNNN;n/a;finoox;203-1AKQ.2HK.1HP.RJVC-C26.01.0000.000;GADC CX 035.1-06_2-07-AE51-CL-E80AR-2909_Epoxy;4787;A;2;1;2909;Axial;4,5;3,685;31,64;2062;535;5;VT03192U.1;0,042;0,18;A+;27,62;49,46;5,4;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;318;1296;963;70,6;16;16;Inclusive;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;564;;;;;;;;no;no;L;E;Epoxy coated aluminum;7;30;6;yes;piece;1
GADC CX 035.1/31E/DDC7E.TNPN;GADC CX;035.1/31E/DDC7E.TNPN;n/a;finoox;203-1AUP.2HK.1HB.RJTB-C26.01.0800.010;GADC CX 035.1-04_3-07-EE51-CC-E80AR-2909_PC;7501;E;3;1;2909;Axial;4,494;3,651;25,31;2936;535;7;VT03192U.1;0,064;0,18;A+;28,17;50,23;4,3;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;83,1;16;16;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Powder coated;7;16;4;yes;piece;1
GADC CX 035.1/21E/HDC7E.TNNN;GADC CX;035.1/21E/HDC7E.TNNN;n/a;finoox;203-1ASV.2HK.1HJ.RJVB-C26.01.0800.000;GADC CX 035.1-08_2-07-EE51-CC-E80AR-2909_PC;6266;E;2;1;2909;Axial;4,139;3,408;33,75;1802;535;5;VT03192U.1;0,043;0,18;A+;24,76;46,56;5,7;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;75,1;16;16;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;C;E;Powder coated;7;32;8;yes;piece;1
