TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;PRICE CONDENSATE PUMP;HEATING;JUNCTION_BOX;CONDENSATE_PUMP;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GADC RX 035.2/1XN/HEA4A.TNPN;GADC RX;035.2/1XN/HEA4A.TNPN;n/a;finoox;203-1A8U.2PW.1HV.RJWB-R23.01.0000.010;GADC RX 035.2-08_1-04-A0X-CL-E32AX-3124_Alu;3286;A;1;1;3124;Axial;5,163;3,85;5,225;4,401;5,74;4,527;5,33;4,508;5,07;4,237;5,1;3,893;35,67;2269;1470;8;VT03207;0,21;0,93;D;53,94;75,51;4,6;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;47,5;16;28;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;611;;;;;;;;no;no;L;E;Aluminum;4;10;8;yes;piece;1
GADC RX 035.2/3XN/DDA4E.TNPN;GADC RX;035.2/3XN/DDA4E.TNPN;n/a;finoox;203-1ABX.2PW.1HF.RJWV-R23.01.0800.010;GADC RX 035.2-04_3-04-E0X-CC-E32AX-3124_Alu;5576;E;3;1;3124;Axial;9,232;6,862;9,37;8,049;10,748;8,565;9,887;8,408;9,212;7,92;9,191;7,131;42,8;6835;1470;16;VT03207;0,629;0,93;E;58,22;80,28;5,5;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;89,6;22;35;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;C;E;Aluminum;4;2;4;yes;piece;1
GADC RX 035.2/4XN/FEA7A.TNNN;GADC RX;035.2/4XN/FEA7A.TNNN;n/a;finoox;203-1AEL.2PW.1HS.RJTP-R23.01.0000.000;GADC RX 035.2-06_4-07-A0X-CL-E32AX-3124_Alu;6569;A;4;1;3124;Axial;14,884;10,261;16,213;12,702;17,193;12,797;16,589;12,795;15,915;12,142;14,613;10,272;63,27;10324;1470;19;VT03207;0,805;0,93;C;59,19;81,53;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;128,2;22;35;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;714;;;;;;;;no;no;L;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.2/3XN/HEA7A.TNNN;GADC RX;035.2/3XN/HEA7A.TNNN;n/a;finoox;203-1ACJ.2PW.1JK.SJ9Q-R23.01.0000.000;GADC RX 035.2-08_3-07-A0X-CL-E32AX-3124_Alu;6021;A;3;1;3124;Axial;13,978;10,432;14,317;11,997;15,568;12,241;14,767;12,203;14,128;11,611;13,682;10,592;63,27;7522;1470;16;VT03207;0,61;0,93;C;58,18;80,28;12,7;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;109,2;22;42;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;750;;;;;;;;no;no;L;E;Aluminum;7;4;8;yes;piece;1
GADC RX 035.2/1XN/DDC7A.TNNN;GADC RX;035.2/1XN/DDC7A.TNNN;n/a;finoox;203-1AQE.2PW.1HC.RJP9-R23.01.0000.000;GADC RX 035.2-04_1-07-A0X-CC-E32AX-3124_PC;3599;A;1;1;3124;Axial;2,362;1,768;2,397;2,033;2,655;2,105;2,513;2,088;2,401;1,98;2,35;1,817;8,44;2451;1470;10;VT03207;0,205;0,93;E;53,98;75,51;2;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;36,6;16;22;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;411;;;;;;;;no;no;C;E;Powder coated;7;8;4;yes;piece;1
GADC RX 035.2/1XN/DEC7A.TNNN;GADC RX;035.2/1XN/DEC7A.TNNN;n/a;finoox;203-1ARG.2PW.1H4.RJPA-R23.01.0000.000;GADC RX 035.2-04_1-07-A0X-CL-E32AX-3124_PC;3740;A;1;1;3124;Axial;2,761;2,021;2,816;2,341;3,114;2,429;2,939;2,409;2,807;2,286;2,702;2,061;10,55;2660;1470;10;VT03207;0,199;0,93;D;53,94;75,51;2,5;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;318;616;963;40,7;16;22;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;411;;;;;;;;no;no;L;E;Powder coated;7;10;4;yes;piece;1
GADC RX 035.2/4XN/FEC7A.TNNN;GADC RX;035.2/4XN/FEC7A.TNNN;n/a;finoox;203-1AXC.2PW.1HS.RJTP-R23.01.0000.000;GADC RX 035.2-06_4-07-A0X-CL-E32AX-3124_PC;7654;A;4;1;3124;Axial;13,842;9,543;15,078;11,812;15,989;11,901;15,427;11,899;14,801;11,292;13,59;9,553;63,27;10324;1470;19;VT03207;0,805;0,93;D;59,19;81,53;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;128,3;22;35;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;714;;;;;;;;no;no;L;E;Powder coated;7;4;6;yes;piece;1
GADC RX 035.2/2XN/HDC7E.TNNN;GADC RX;035.2/2XN/HDC7E.TNNN;n/a;finoox;203-1ASH.2PW.1H3.RJWV-R23.01.0800.000;GADC RX 035.2-08_2-07-E0X-CC-E32AX-3124_PC;5600;E;2;1;3124;Axial;7,399;5,756;7,683;6,517;8,253;6,659;7,942;6,614;7,6;6,353;7,402;5,921;33,75;4530;1470;13;VT03207;0,42;0,93;D;56,72;78,52;7,1;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;76,5;22;35;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;C;E;Powder coated;7;4;8;yes;piece;1
GADC RX 035.2/3XN/HDC7E.TNPN;GADC RX;035.2/3XN/HDC7E.TNPN;n/a;finoox;203-1AUF.2PW.1H3.RJWU-R23.01.0800.010;GADC RX 035.2-08_3-07-E0X-CC-E32AX-3124_PC;7284;E;3;1;3124;Axial;11,225;8,278;11,521;9,56;12,463;9,743;11,716;9,7;11,36;9,239;10,975;8,387;50,62;6795;1470;16;VT03207;0,63;0,93;D;58,22;80,28;10,2;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;104,1;22;35;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;C;E;Powder coated;7;4;8;yes;piece;1
GADC RX 035.2/4XN/FEC4A.TNNN;GADC RX;035.2/4XN/FEC4A.TNNN;n/a;finoox;203-1AWU.2PW.1HS.RJTP-R23.01.0000.000;GADC RX 035.2-06_4-04-A0X-CL-E32AX-3124_PC;7706;A;4;1;3124;Axial;14,848;9,896;16,491;12,574;17,598;12,885;16,956;12,892;16,09;12,083;14,526;9,845;107;9561;1470;18;VT03207;0,827;0,93;D;59,19;81,53;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;129,3;22;35;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;60;X;;;714;;;;;;;;no;no;L;E;Powder coated;4;4;6;yes;piece;1
GADC RX 035.2/2WL/HEA4E.TNPN;GADC RX;035.2/2WL/HEA4E.TNPN;n/a;finoox;203-1AAZ.2PX.1JN.RJWR-R23.01.0800.010;GADC RX 035.2-08_2-04-E0W-CL-E32AX-3125_Alu;5143;E;2;1;3125;Axial;7,153;5,507;7,348;6,217;7,765;6,193;7,422;6,176;7,088;5,937;7,115;5,541;71,34;2783;850;7;VT03208;0,124;0,3;A;45,68;67,52;8,6;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;83,7;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Aluminum;4;6;8;yes;piece;1
GADC RX 035.2/2WL/HDA7E.TNNN;GADC RX;035.2/2WL/HDA7E.TNNN;n/a;finoox;203-1A9D.2PX.1H1.RJTS-R23.01.0800.000;GADC RX 035.2-08_2-07-E0W-CC-E32AX-3125_Alu;4514;E;2;1;3125;Axial;5,746;4,408;5,925;5,029;6,338;5,087;6,039;5,07;5,81;4,854;5,73;4,472;33,75;2821;850;8;VT03208;0,124;0,3;A;45,72;67,52;6,9;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;268;1296;963;72,7;22;28;n/a;n/a;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;C;E;Aluminum;7;6;8;yes;piece;1
GADC RX 035.2/3WL/HDA7E.TNPN;GADC RX;035.2/3WL/HDA7E.TNPN;n/a;finoox;203-1ABH.2PX.1H3.RJWV-R23.01.0800.010;GADC RX 035.2-08_3-07-E0W-CC-E32AX-3125_Alu;6249;E;3;1;3125;Axial;8,728;6,736;9,016;7,653;9,676;7,752;9,184;7,72;8,839;7,406;8,704;6,843;50,62;4231;850;10;VT03208;0,186;0,3;A;47,22;69,28;10,1;400V 3~N+PE - 7,7kW;;;DualCompact_3_08_1_o;2456;1026;268;;963;100,4;22;35;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002374;6;0;2288;2;150;2290;no;no;C;E;Aluminum;7;4;8;yes;piece;1
GADC RX 035.2/1WL/FEC7E.TNNN;GADC RX;035.2/1WL/FEC7E.TNNN;n/a;finoox;203-1ARK.2PX.1HQ.RJW5-R23.01.0800.000;GADC RX 035.2-06_1-07-E0W-CL-E32AX-3125_PC;4478;E;1;1;3125;Axial;2,636;2,042;2,754;2,312;2,949;2,374;2,838;2,354;2,701;2,259;2,63;2,087;15,82;1585;850;6;VT03208;0,062;0,3;A;42,94;64,51;3,6;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;47,4;16;22;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;L;E;Powder coated;7;10;6;yes;piece;1
GADC RX 035.2/1WL/HEC7A.TNNN;GADC RX;035.2/1WL/HEC7A.TNNN;n/a;finoox;203-1ARL.2PX.1H2.RJW5-R23.01.0000.000;GADC RX 035.2-08_1-07-A0W-CL-E32AX-3125_PC;4108;A;1;1;3125;Axial;2,988;2,307;3,095;2,628;3,319;2,651;3,175;2,642;3,041;2,533;2,998;2,346;21,09;1544;850;6;VT03208;0,062;0,3;A;42,94;64,51;4,6;;230/400V+N+PE - 3,3kW;AY7.002388;DualCompact_1_04_1_o;1096;1026;318;616;963;45,7;16;22;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;611;;;;;;;;no;no;L;E;Powder coated;7;12;8;yes;piece;1
GADC RX 035.2/4XL/FEA7A.TNPN;GADC RX;035.2/4XL/FEA7A.TNPN;n/a;finoox;203-1AEL.2PZ.1HS.RJTP-R23.01.0000.010;GADC RX 035.2-06_4-07-A0X-CL-E32AX-3127_Alu;6867;A;4;1;3127;Axial;12,264;8,798;12,803;10,446;13,825;10,679;13,185;10,642;12,637;10,095;11,966;8,853;63,27;7206;930;13;VT03208;0,333;0,39;A;52,19;74,53;12,6;;(2x) 400V 3~N+PE - 9,7kW;AY7.002387;DualCompact_4_08_1_o;3136;1026;318;;963;122,9;22;35;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;60;X;;;714;;;;;;;;no;no;L;E;Aluminum;7;4;6;yes;piece;1
GADC RX 035.2/1XL/FDC7E.TNPN;GADC RX;035.2/1XL/FDC7E.TNPN;n/a;finoox;203-1AQH.2PZ.1HH.RJVU-R23.01.0800.010;GADC RX 035.2-06_1-07-E0X-CC-E32AX-3127_PC;4402;E;1;1;3127;Axial;2,538;1,877;2,606;2,181;2,868;2,246;2,704;2,238;2,578;2,121;2,504;1,91;12,65;1657;930;7;VT03208;0,083;0,39;B;46,98;68,51;2,8;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;41,3;16;22;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Powder coated;7;12;6;yes;piece;1
GADC RX 035.2/1XL/HEC7E.TNNN;GADC RX;035.2/1XL/HEC7E.TNNN;n/a;finoox;203-1ARM.2PZ.1H2.RJW5-R23.01.0800.000;GADC RX 035.2-08_1-07-E0X-CL-E32AX-3127_PC;4716;E;1;1;3127;Axial;3,292;2,507;3,396;2,872;3,639;2,907;3,481;2,899;3,332;2,771;3,282;2,54;21,09;1754;930;7;VT03208;0,083;0,39;A;46,94;68,51;4,6;230/400V+N+PE - 3,3kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;51,2;16;22;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;60;X;H16GI09280275230;H01HC09300500230;;AY7.002376;8;0;928;2;150;930;no;no;L;E;Powder coated;7;12;8;yes;piece;1
GADC RX 035.1/31E/FEA4A.TNPN;GADC RX;035.1/31E/FEA4A.TNPN;n/a;finoox;203-1AD0.2HK.1HS.RJTX-R23.01.0000.010;GADC RX 035.1-06_3-04-AE51-CL-E32AX-2909_Alu;6674;A;3;1;2909;Axial;7,106;5,538;7,39;6,186;7,685;6,158;7,436;6,132;7,1;5,91;7,085;5,596;80,25;2783;535;6;VT03192U.1;0,064;0,18;A+;26,9;49;9,7;;400V 3~N+PE - 7,7kW;AY7.002386;DualCompact_3_08_1_o;2456;1026;318;;963;91,6;22;35;n/a;n/a;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;633;;;;;;;;no;no;L;E;Aluminum;4;4;6;yes;piece;1
GADC RX 035.1/11E/FDA7A.TNNN;GADC RX;035.1/11E/FDA7A.TNNN;n/a;finoox;203-1A76.2HK.1HH.RJVX-R23.01.0000.000;GADC RX 035.1-06_1-07-AE51-CC-E32AX-2909_Alu;2959;A;1;1;2909;Axial;1,836;1,428;1,92;1,607;2,028;1,631;1,955;1,623;1,873;1,559;1,832;1,453;12,65;938;535;4;VT03192U.1;0,021;0,18;A+;22,97;44,5;2,8;;230V 1~N+PE - 2,2kW;AY7.002380;DualCompact_1_04_1_o;1096;1026;268;616;963;36,2;16;22;n/a;n/a;Inclusive;241;No;Yes;No;350;EC motor;5060;1;;;411;;;;;;;;no;no;C;E;Aluminum;7;12;6;yes;piece;1
GADC RX 035.1/11E/FEA7E.TNNN;GADC RX;035.1/11E/FEA7E.TNNN;n/a;finoox;203-1A89.2HK.1HD.RJVZ-R23.01.0800.000;GADC RX 035.1-06_1-07-EE51-CL-E32AX-2909_Alu;3673;E;1;1;2909;Axial;2,073;1,595;2,157;1,807;2,279;1,817;2,189;1,812;2,098;1,741;2,064;1,613;15,82;1031;535;4;VT03192U.1;0,021;0,18;A+;24,88;46,45;3,5;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;45,6;16;22;n/a;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;L;E;Aluminum;7;14;6;yes;piece;1
GADC RX 035.1/21E/FEA7E.TNPN;GADC RX;035.1/21E/FEA7E.TNPN;n/a;finoox;203-1AAD.2HK.1HQ.RJW2-R23.01.0800.010;GADC RX 035.1-06_2-07-EE51-CL-E32AX-2909_Alu;5246;E;2;1;2909;Axial;4,121;3,017;4,325;3,543;4,584;3,554;4,379;3,561;4,216;3,391;4,074;3,027;31,64;2062;535;5;VT03192U.1;0,042;0,18;A+;27,62;49,46;6,4;400V 3~N+PE - 5,1kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;72,1;16;22;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI16080550230;H01HC16100850230;;AY7.002373;6;0;1608;2;150;1610;no;no;L;E;Aluminum;7;10;6;yes;piece;1
GADC RX 035.1/11E/DDE4E.TNNN;GADC RX;035.1/11E/DDE4E.TNNN;n/a;finoox;203-1AFM.2HK.1HB.RJVQ-R23.01.0800.000;GADC RX 035.1-04_1-04-EE51-CC-E32AX-2909_Epoxy;3086;E;1;1;2909;Axial;1,707;1,181;1,781;1,424;1,923;1,466;1,821;1,457;1,737;1,359;1,662;1,183;14,27;884;535;4;VT03192U.1;0,022;0,18;A+;21,61;43,14;1,7;230V 1~N+PE - 2,2kW;;;DualCompact_1_04_1_o;1096;1026;268;616;963;37;16;16;Inclusive;n/a;Inclusive;241;Yes;Yes;No;350;EC motor;5060;1;H16GI09280275230;H01HC09300500230;;AY7.002368;4;0;928;2;150;930;no;no;C;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GADC RX 035.1/41E/FDC7A.TNPN;GADC RX;035.1/41E/FDC7A.TNPN;n/a;finoox;203-1AWA.2HK.1H9.RJWQ-R23.01.0000.010;GADC RX 035.1-06_4-07-AE51-CC-E32AX-2909_PC;8332;A;4;1;2909;Axial;6,852;5,179;7,088;5,947;7,609;5,998;7,235;5,99;6,939;5,721;6,829;5,234;50,62;3754;535;8;VT03192U.1;0,086;0,18;A+;28,22;50,52;9,9;;400V 3~N+PE - 7,5kW;AY7.002383;DualCompact_4_08_1_o;3136;1026;268;;963;102,6;22;28;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;EC motor;5060;1;;;593;;;;;;;;no;no;C;E;Powder coated;7;4;6;yes;piece;1
GADC RX 035.2/2WN/HEA4E.TNPN;GADC RX;035.2/2WN/HEA4E.TNPN;n/a;finoox;203-1AAZ.2PV.1JN.RJWR-R23.01.0800.010;GADC RX 035.2-08_2-04-E0W-CL-E32AX-3123_Alu;5117;E;2;1;3123;Axial;9,572;7,018;9,68;8,068;10,578;8,317;9,895;8,254;9,349;7,762;9,3;7,075;71,34;4130;1340;11;VT03207;0,321;0,73;C;55,68;77,52;8,6;400V 3~+N+PE - 6,2kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;86,4;22;28;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002377;8;0;1608;2;150;1610;no;no;L;E;Aluminum;4;6;8;yes;piece;1
GADC RX 035.2/3WN/HEA4A.TNNN;GADC RX;035.2/3WN/HEA4A.TNNN;n/a;finoox;203-1AD2.2PV.1JK.SJ9U-R23.01.0000.000;GADC RX 035.2-08_3-04-A0W-CL-E32AX-3123_Alu;6048;A;3;1;3123;Axial;14,463;10,665;14,653;12,216;15,979;12,583;14,937;12,495;14,217;11,747;14,111;10,76;107;6194;1340;13;VT03207;0,481;0,73;C;57,18;79,28;12,7;;(2x) 400V 3~N+PE - 9,3kW;AY7.002390;DualCompact_3_08_1_o;2456;1026;318;;963;110,6;22;42;n/a;n/a;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;750;;;;;;;;no;no;L;E;Aluminum;4;4;8;yes;piece;1
GADC RX 035.2/2WN/DEE7E.TNPN;GADC RX;035.2/2WN/DEE7E.TNPN;n/a;finoox;203-1AKB.2PV.1HM.RJTT-R23.01.0800.010;GADC RX 035.2-04_2-07-E0W-CL-E32AX-3123_Epoxy;4512;E;2;1;3123;Axial;5,51;4,191;5,666;4,828;6,278;5,02;5,94;4,971;5,651;4,751;5,504;4,336;21,09;4859;1340;13;VT03207;0,303;0,73;D;55,68;77,52;4,5;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;71,2;22;28;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Epoxy coated aluminum;7;4;4;yes;piece;1
GADC RX 035.2/1WN/FEE7E.TNPN;GADC RX;035.2/1WN/FEE7E.TNPN;n/a;finoox;203-1AH9.2PV.1HQ.RJW5-R23.01.0800.010;GADC RX 035.2-06_1-07-E0W-CL-E32AX-3123_Epoxy;3728;E;1;1;3123;Axial;3,652;2,752;3,75;3,182;4,057;3,268;3,902;3,255;3,718;3,096;3,656;2,822;15,82;2357;1340;9;VT03207;0,154;0,73;C;52,94;74,51;3,6;230/400V+N+PE - 2,8kW;;;DualCompact_1_04_1_o;1096;1026;318;616;963;48,7;16;22;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI09280275230;H01HC09300500230;;AY7.002372;6;0;928;2;150;930;no;no;L;E;Epoxy coated aluminum;7;10;6;yes;piece;1
GADC RX 035.2/4WN/HEE7E.TNPN;GADC RX;035.2/4WN/HEE7E.TNPN;n/a;finoox;203-1APP.2PV.1JK.SJ9Q-R23.01.0800.010;GADC RX 035.2-08_4-07-E0W-CL-E32AX-3123_Epoxy;8250;E;4;1;3123;Axial;16,846;12,018;17,688;14,37;18,991;14,588;18,175;14,556;17,445;13,836;16,457;12,106;84,37;9158;1340;17;VT03207;0,621;0,73;B;58,19;80,53;16,6;(2x) 400V 3~N+PE - 11,8kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;153;22;42;Inclusive;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI29681100230;H01HC29401500230;;AY7.002379;8;0;2968;2;150;2940;no;no;L;E;Epoxy coated aluminum;7;4;8;yes;piece;1
GADC RX 035.2/2WN/HDC7A.TNNN;GADC RX;035.2/2WN/HDC7A.TNNN;n/a;finoox;203-1ASG.2PV.1H1.RJTV-R23.01.0000.000;GADC RX 035.2-08_2-07-A0W-CC-E32AX-3123_PC;4938;A;2;1;3123;Axial;6,955;5,124;7,126;5,894;7,751;6,065;7,288;6,039;7,051;5,744;6,802;5,173;33,75;4136;1340;12;VT03207;0,321;0,73;C;55,72;77,52;6,9;;400V 3~N+PE - 5,1kW;AY7.002385;DualCompact_2_04_1_o;1776;1026;268;1296;963;68,3;22;28;n/a;Inclusive;Inclusive;241;No;Yes;No;350;AC motor;50;W;;;564;;;;;;;;no;no;C;E;Powder coated;7;6;8;yes;piece;1
GADC RX 035.2/1WN/HDC7A.TNPN;GADC RX;035.2/1WN/HDC7A.TNPN;n/a;finoox;203-1AQJ.2PV.1H6.RJW3-R23.01.0000.010;GADC RX 035.2-08_1-07-A0W-CC-E32AX-3123_PC;4124;A;1;1;3123;Axial;3,475;2,627;3,566;3,015;3,893;3,079;3,687;3,067;3,528;2,924;3,463;2,683;16,87;2068;1340;9;VT03207;0,16;0,73;C;52,98;74,51;3,7;;230/400V+N+PE - 2,8kW;AY7.002384;DualCompact_1_04_1_o;1096;1026;268;616;963;41,6;16;22;n/a;Inclusive;Inclusive;Inclusive;No;Yes;Yes;350;AC motor;50;W;;;545;;;;;;;;no;no;C;E;Powder coated;7;10;8;yes;piece;1
GADC RX 035.2/3WN/DEC4E.TNPN;GADC RX;035.2/3WN/DEC4E.TNPN;n/a;finoox;203-1AUV.2PV.1HM.RJPY-R23.01.0800.010;GADC RX 035.2-04_3-04-E0W-CL-E32AX-3123_PC;7117;E;3;1;3123;Axial;8,901;6,158;9,321;7,456;10,233;7,974;9,782;7,83;9,259;7,309;8,606;6,268;53,5;6871;1340;15;VT03207;0,466;0,73;D;57,18;79,28;6,5;400V 3~N+PE - 6,0kW;;;DualCompact_3_08_1_o;2456;1026;318;;963;96,8;22;28;n/a;Inclusive;Inclusive;Inclusive;Yes;Yes;Yes;350;AC motor;50;W;H16GI22880825230;H01HC22901300230;;AY7.002370;4;0;2288;2;150;2290;no;no;L;E;Powder coated;4;4;4;yes;piece;1
GADC RX 035.2/2WN/DEC4E.TNNN;GADC RX;035.2/2WN/DEC4E.TNNN;n/a;finoox;203-1ASX.2PV.1HM.RJTT-R23.01.0800.000;GADC RX 035.2-04_2-04-E0W-CL-E32AX-3123_PC;5249;E;2;1;3123;Axial;6,247;4,55;6,21;5,238;7,129;5,651;6,517;5,556;6,113;5,137;6,083;4,676;35,67;4581;1340;12;VT03207;0,31;0,73;D;55,68;77,52;4,5;230/400V+N+PE - 4,0kW;;;DualCompact_2_04_1_o;1776;1026;318;1296;963;71,5;22;28;n/a;Inclusive;Inclusive;241;Yes;Yes;No;350;AC motor;50;W;H16GI16080550230;H01HC16100850230;;AY7.002369;4;0;1608;2;150;1610;no;no;L;E;Powder coated;4;4;4;yes;piece;1
GADC RX 035.1/41N/FEA7E.TNPN;GADC RX;035.1/41N/FEA7E.TNPN;n/a;finoox;203-1AEM.2HF.1HS.RJTP-R23.01.0800.010;GADC RX 035.1-06_4-07-EE11-CL-E32AX-2905_Alu;8491;E;4;1;2905;Axial;15,267;10,458;16,737;13,022;17,689;13,083;17,044;13,091;16,401;12,422;15,009;10,457;63,27;10901;1475;20;VT03192U.1;0,652;1,35;C;51,49;73,83;12,6;(2x) 400V 3~N+PE - 9,7kW;;;DualCompact_4_08_1_o;3136;1026;318;;963;127,3;22;35;n/a;n/a;Inclusive;Inclusive;Yes;Yes;Yes;350;EC motor;5060;1;H16GI29681100230;H01HC29401500230;;AY7.002375;6;0;2968;2;150;2940;no;no;L;E;Aluminum;7;4;6;yes;piece;1
