TYPE NAME;RANGE NAME;TYPE;UI;HX_TECHNOLOGY;PRODUCT_CODE;INTERNAL MODEL TYPE;PRICE;DEFROST;FANS PER ROW;FAN ROWS;FAN CONNECTION ID;FAN IMPELLER TYPE;DX Evap (R134a SC2);DX Evap (R134a SC3);DX Evap (R404A/R507 SC2);DX Evap (R404A/R507 SC3);DX Evap (R407C SC2);DX Evap (R407C SC3);DX Evap (R449A SC2);DX Evap (R449A SC3);DX Evap (R452A SC2);DX Evap (R452A SC3);DX Evap (R513A SC2);DX Evap (R513A SC3);SURFACE (m2);AIR VOLUME FLOW (m3/h);FAN SPEED (rpm);AIR THROW (m);FAN ERP CODE;POWER CONSUMPTION (kW);FAN CURRENT NOMINAL (A);ENERGY EFFICIENCY CLASS;UNIT SOUND PRESSURE (dB(A),3m);UNIT SOUND POWER (dB(A));TUBE VOLUME (L);EL MOUNTED POWERCONNECTION;EL LOOSE POWERCONNECTION;EL DEFROST LOOSE ERP CODE;SKETCH NAME;UNIT LENGTH;UNIT WIDTH;UNIT HEIGHT;DIMENSION E;DIMENSION F;NET WEIGHT (KG);INLET OUTER DIAM (mm);OUTLET OUTER DIAM (mm);PRICE EPOXY;PRICE COIL DEFENDER;PRICE WIRING TO JUNCTION BOX;HEATING;JUNCTION_BOX;FAN DIAMETER;FAN TECHNOLOGY;POWER FREQUENCY;POWER CONNECTION;EL DEFR MOUNTED COIL ERP CODE;EL DEFR MOUNTED TRAY ERP CODE;EL DEFROST LOOSE PRICE;EL DEFR MOUNTED SET ERP CODE;EL DEFR MOUNTED NO COIL;EL DEFR MOUNTED WIDTH COIL;EL DEFR MOUNTED LENGTH COIL;EL DEFR MOUNTED NO TRAY;EL DEFR MOUNTED WIDTH TRAY;EL DEFR MOUNTED LENGTH TRAY;STOCK UNIT;CATALOG_RECOMMENDATION;MODULESIZELETTER;FIN TYPE;FIN MATERIAL;FIN SPACING;NUMBER OF PASSES;TUBE ROWS;ARTICLE WITH SERIAL NUMBER;UNIT OF QUANTITY;PACKAGING UNIT
GASC RX 031.1/11N/FFC4E.;GASC RX;031.1/11N/FFC4E.;n/a;finoox;251-1B1P.24G.3UK.S5QR-R23.;GASC RX 031.1D/14-EN1_.E_PC;1605;E;1;1;2464;Axial;2,508;1,772;2,589;2,096;2,839;2,219;2,686;2,181;2,547;2,038;2,42;1,781;16,05;1420;1350;10;VT03190;0,086;0,7;C;43,67;65,01;2;;;;GASC1;964;580;337;680;552;18;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GASC RX 031.1/21N/FFC4A.;GASC RX;031.1/21N/FFC4A.;n/a;finoox;251-1B3E.24G.3UA.S2SD-R23.;GASC RX 031.1D/24-AN1_.E_PC;2527;A;2;1;2464;Axial;5,057;3,598;5,194;4,229;5,696;4,48;5,39;4,399;5,115;4,115;4,858;3,621;32,1;2840;1350;14;VT03190;0,173;0,7;C;46,4;68,02;3,8;;;;GASC2;1644;580;337;1360;552;28,3;16;22;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;6;6;yes;piece;1
GASC RX 031.1/11M/DFC4A.;GASC RX;031.1/11M/DFC4A.;n/a;finoox;251-1B0Y.24H.3UC.S5QV-R23.;GASC RX 031.1C/14-AL1_.E_PC;1371;A;1;1;2465;Axial;1,737;1,212;1,799;1,447;1,979;1,544;1,878;1,514;1,778;1,413;1,675;1,22;10,7;1166;1000;8;VT03190;0,036;0,3;A;34,03;55,37;1,3;;;;GASC1;964;580;337;680;552;13,9;16;18;n/a;n/a;;;;315;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC RX 030.1/11N/DFE4E.;GASC RX;030.1/11N/DFE4E.;n/a;finoox;251-1HVS.345.3UC.S5QV-R23.;GASC RX 030.1C/14-EN1_.E_Epoxy;1476;E;1;1;3609;Axial;2,231;1,516;2,384;1,868;2,613;1,989;2,512;1,963;2,377;1,829;2,159;1,521;10,7;1658;1760;11;VT06103;0,1;0,76;D;43,7;65,04;1,3;;;;GASC1;964;580;337;680;552;16,1;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC RX 030.1/21N/DFE7E.;GASC RX;030.1/21N/DFE7E.;n/a;finoox;251-1HYS.345.3UD.S5QX-R23.;GASC RX 030.1C/27-EN1_.E_Epoxy;2579;E;2;1;3609;Axial;3,841;2,733;4,029;3,211;4,379;3,345;4,174;3,321;3,992;3,151;3,748;2,76;12,65;3546;1760;17;VT06103;0,193;0,76;C;46,43;68,05;2,5;;;;GASC2;1644;580;337;1360;552;27,4;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC RX 030.1/11N/DFC7A.;GASC RX;030.1/11N/DFC7A.;n/a;finoox;251-1HW9.345.3UC.S5QV-R23.;GASC RX 030.1C/17-AN1_.E_PC;1413;A;1;1;3609;Axial;1,796;1,268;1,902;1,502;2,058;1,56;1,964;1,551;1,879;1,471;1,76;1,278;6,33;1773;1760;12;VT06103;0,096;0,76;D;43,7;65,04;1,4;;;;GASC1;964;580;337;680;552;14,3;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;12;4;yes;piece;1
GASC RX 030.1/21N/DFC7E.;GASC RX;030.1/21N/DFC7E.;n/a;finoox;251-1HYY.345.3UD.S5QX-R23.;GASC RX 030.1C/27-EN1_.E_PC;2686;E;2;1;3609;Axial;3,618;2,57;3,817;3,027;4,131;3,148;3,942;3,127;3,774;2,969;3,547;2,599;12,65;3546;1760;17;VT06103;0,193;0,76;D;46,43;68,05;2,5;;;;GASC2;1644;580;337;1360;552;27,4;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;6;4;yes;piece;1
GASC RX 020.1/11N/FDA4E.TNNN;GASC RX;020.1/11N/FDA4E.TNNN;n/a;finoox;251-1AZB.0YE.3UJ.00NN-R23.01.0800.000;GASC RX 020.1B/14-EN1_.E;831;E;1;1;1102;Axial;0,971;0,662;1,028;0,812;1,116;0,844;1,058;0,836;1,006;0,783;0,939;0,663;6,29;476;2000;5;VT03033U;0,035;0,26;C;44,99;66,12;0,8;230V 1~ - 0.59kW;;;GASC1;684;580;234;400;552;10;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA05750350230;H02LA06100240230;;AY7.001473.1;1;100;575;1;75;610;no;no;F;E;Aluminum;4;24;6;yes;piece;1
GASC RX 020.1/21N/FDE4A.TNNN;GASC RX;020.1/21N/FDE4A.TNNN;n/a;finoox;251-1CL0.0YE.3UJ.00NN-R23.01.0000.000;GASC RX 020.1B/24-AN1_.E_Epoxy;1345;A;2;1;1102;Axial;1,381;0,783;1,776;1,14;1,812;1,12;1,776;1,141;1,664;1,057;1,338;0,767;12,59;952;2000;7;VT03033U;0,069;0,26;D;47,83;69,13;1,5;;230V 1~ - 1kW;AY7.004216;GASC2;1084;580;234;800;552;15,2;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;200;EC motor;5060;1;;;180;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;24;6;yes;piece;1
GASC RX 020.1/11N/FDE7E.TNNN;GASC RX;020.1/11N/FDE7E.TNNN;n/a;finoox;251-1AZP.0YE.3UJ.00NN-R23.01.0800.000;GASC RX 020.1B/17-EN1_.E_Epoxy;975;E;1;1;1102;Axial;0,868;0,609;0,909;0,735;0,989;0,753;0,943;0,751;0,901;0,711;0,844;0,613;3,72;535;2000;6;VT03033U;0,036;0,26;C;44,2;65,33;0,8;230V 1~ - 0.59kW;;;GASC1;684;580;234;400;552;10;9,52;9,52;Inclusive;n/a;Inclusive;Yes;Yes;200;EC motor;5060;1;H04BA05750350230;H02LA06100240230;;AY7.001473.1;1;100;575;1;75;610;no;no;F;E;Epoxy coated aluminum;7;24;6;yes;piece;1
GASC RX 020.1/11N/DDC7E.;GASC RX;020.1/11N/DDC7E.;n/a;finoox;251-1AZ3.0YE.3UF.00NN-R23.;GASC RX 020.1A/17-EN1_.E_PC;924;E;1;1;1102;Axial;0,647;0,478;0,662;0,557;0,738;0,578;0,693;0,575;0,66;0,544;0,641;0,491;2,48;561;2000;6;VT03033U;0,036;0,26;D;43,97;65,1;0,5;;;;GASC1;684;580;234;400;552;9,3;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;7;16;4;yes;piece;1
GASC RX 020.1/11N/FDC7A.;GASC RX;020.1/11N/FDC7A.;n/a;finoox;251-1AZS.0YE.3UJ.00NN-R23.;GASC RX 020.1B/17-AN1_.E_PC;923;A;1;1;1102;Axial;0,818;0,573;0,86;0,693;0,932;0,709;0,887;0,706;0,851;0,669;0,795;0,577;3,72;535;2000;6;VT03033U;0,036;0,26;C;44,2;65,33;0,8;;;;GASC1;684;580;234;400;552;8,6;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;7;24;6;yes;piece;1
GASC RX 020.1/31N/FDC4E.;GASC RX;020.1/31N/FDC4E.;n/a;finoox;251-1CNB.0YE.3W3.S5QQ-R23.;GASC RX 020.1B/34-EN1_.E_PC;2361;E;3;1;1102;Axial;2,276;1,407;2,701;1,917;2,8;1,908;2,729;1,93;2,592;1,802;2,225;1,389;18,88;1428;2000;9;VT03033U;0,104;0,26;D;49,43;70,9;2,2;;;;GASC3;1484;580;234;1200;552;23,3;16;18;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;F;E;Powder coated;4;12;6;yes;piece;1
GASC RX 030.1/11M/DDA7E.;GASC RX;030.1/11M/DDA7E.;n/a;finoox;251-1HUC.0YG.3UG.S5QQ-R23.;GASC RX 030.1A/17-EL1_.E;1132;E;1;1;1104;Axial;1,141;0,873;1,185;1,008;1,312;1,047;1,24;1,036;1,179;0,991;1,147;0,902;4,22;914;1250;8;VT03034U;0,032;0,27;A;42,75;64;0,9;;;;GASC1;964;580;234;680;552;13;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Aluminum;7;8;4;yes;piece;1
GASC RX 030.1/11M/DFE4E.;GASC RX;030.1/11M/DFE4E.;n/a;finoox;251-1HVS.0YG.3UC.S5QV-R23.;GASC RX 030.1C/14-EL1_.E_Epoxy;1419;E;1;1;1104;Axial;1,801;1,277;1,849;1,504;2,036;1,596;1,922;1,567;1,82;1,465;1,738;1,288;10,7;1028;1250;7;VT03034U;0,029;0,27;A;43,05;64,39;1,3;;;;GASC1;964;580;337;680;552;14,3;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;12;4;yes;piece;1
GASC RX 030.1/11M/DDC4E.;GASC RX;030.1/11M/DDC4E.;n/a;finoox;251-1HUW.0YG.3UF.00NN-R23.;GASC RX 030.1A/14-EL1_.E_PC;1370;E;1;1;1104;Axial;1,083;0,698;1,234;0,914;1,32;0,936;1,273;0,938;1,201;0,875;1,055;0,693;7,13;818;1250;7;VT03034U;0,034;0,27;C;42,63;63,88;0,8;;;;GASC1;964;580;234;680;552;12,8;9,52;9,52;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC RX 030.1/11M/DFC4A.;GASC RX;030.1/11M/DFC4A.;n/a;finoox;251-1HVX.0YG.3UC.S5QV-R23.;GASC RX 030.1C/14-AL1_.E_PC;1371;A;1;1;1104;Axial;1,626;1,154;1,675;1,361;1,844;1,445;1,742;1,418;1,65;1,325;1,569;1,161;10,7;1028;1250;7;VT03034U;0,029;0,27;A;43,05;64,39;1,3;;;;GASC1;964;580;337;680;552;12,5;16;18;n/a;n/a;;;;300;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC RX 020.1/11M/DDC4E.;GASC RX;020.1/11M/DDC4E.;n/a;finoox;251-1AYV.0YF.3UF.00NN-R23.;GASC RX 020.1A/14-EL1_.E_PC;937;E;1;1;1103;Axial;0,657;0,475;0,66;0,551;0,744;0,582;0,685;0,576;0,646;0,536;0,64;0,483;4,2;403;1500;4;VT03033U;0,02;0,16;C;40,68;61,81;0,5;;;;GASC1;684;580;234;400;552;9,3;9,52;9,52;n/a;n/a;;;;200;EC motor;5060;1;;;;;;;;;;;no;no;D;E;Powder coated;4;16;4;yes;piece;1
GASC RX 031.1/2XN/DFA4E.TNNN;GASC RX;031.1/2XN/DFA4E.TNNN;n/a;finoox;251-1B2H.245.3UD.S5QX-R23.01.0800.000;GASC RX 031.1C/24-ENX_.E;2045;E;2;1;2453;Axial;4,588;3,136;4,906;3,855;5,462;4,09;5,173;4,046;4,9;3,78;4,447;3,147;21,4;3304;1390;16;VT03159U;0,272;0,55;D;46,04;67,66;2,5;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;27,9;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC RX 031.1/2XN/DFE4E.TNNN;GASC RX;031.1/2XN/DFE4E.TNNN;n/a;finoox;251-1B2M.245.3UD.S5QX-R23.01.0800.000;GASC RX 031.1C/24-ENX_.E_Epoxy;2250;E;2;1;2453;Axial;4,498;3,085;4,785;3,773;5,243;4,021;5,043;3,968;4,776;3,701;4,356;3,102;21,4;3304;1390;16;VT03159U;0,272;0,55;D;46,04;67,66;2,5;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;27,9;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC RX 031.1/1XN/DFC4E.;GASC RX;031.1/1XN/DFC4E.;n/a;finoox;251-1B0Z.245.3UC.S5QV-R23.;GASC RX 031.1C/14-ENX_.E_PC;1401;E;1;1;2453;Axial;2,021;1,369;2,172;1,695;2,417;1,797;2,289;1,778;2,166;1,659;1,958;1,372;10,7;1652;1390;11;VT03159U;0,136;0,55;E;43,31;64,65;1,3;;;;GASC1;964;580;337;680;552;16,3;16;18;n/a;n/a;;;;315;AC motor;60;X;;;;;;;;;;;no;no;D;E;Powder coated;4;12;4;yes;piece;1
GASC RX 031.1/2WN/DFA4E.TNNN;GASC RX;031.1/2WN/DFA4E.TNNN;n/a;finoox;251-1B2H.246.3UD.S5QX-R23.01.0800.000;GASC RX 031.1C/24-ENW_.E;2045;E;2;1;2454;Axial;4,485;3,087;4,768;3,765;5,221;4,005;5,022;3,954;4,757;3,692;4,344;3,099;21,4;3131;1300;15;VT03159U;0,203;0,42;D;45,17;66,79;2,5;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;27,9;16;18;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Aluminum;4;6;4;yes;piece;1
GASC RX 031.1/2WN/FFA4A.TNNN;GASC RX;031.1/2WN/FFA4A.TNNN;n/a;finoox;251-1B36.246.3UA.S2SD-R23.01.0000.000;GASC RX 031.1D/24-ANW_.E;1912;A;2;1;2454;Axial;5,718;4,064;5,879;4,782;6,447;5,068;6,104;4,977;5,792;4,655;5,489;4,09;32,1;2875;1300;14;VT03159U;0,205;0,42;C;45,39;67,01;3,8;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;29,5;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Aluminum;4;6;6;yes;piece;1
GASC RX 031.1/1WN/DFA7A.TNNN;GASC RX;031.1/1WN/DFA7A.TNNN;n/a;finoox;251-1B0L.246.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/17-ANW_.E;991;A;1;1;2454;Axial;1,91;1,351;2,019;1,598;2,189;1,662;2,087;1,652;1,997;1,567;1,872;1,363;6,33;1728;1300;12;VT03159U;0,1;0,42;C;42,41;63,75;1,4;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;14,5;16;18;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Aluminum;7;12;4;yes;piece;1
GASC RX 031.1/1WN/FFE4A.TNNN;GASC RX;031.1/1WN/FFE4A.TNNN;n/a;finoox;251-1B1J.246.3UK.S5QR-R23.01.0000.000;GASC RX 031.1D/14-ANW_.E_Epoxy;1201;A;1;1;2454;Axial;2,799;1,974;2,878;2,335;3,159;2,471;2,987;2,428;2,832;2,269;2,695;1,985;16,05;1438;1300;10;VT03159U;0,102;0,42;C;42,65;64;2;;230V 1~ - 1.55kW;AY7.001475;GASC1;964;580;337;680;552;16,4;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;171;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;12;6;yes;piece;1
GASC RX 031.1/3WN/FFE4A.TNNN;GASC RX;031.1/3WN/FFE4A.TNNN;n/a;finoox;251-1B4Q.246.3UB.S5QU-R23.01.0000.000;GASC RX 031.1D/34-ANW_.E_Epoxy;2886;A;3;1;2454;Axial;8,466;6,041;8,661;7,07;9,513;7,503;8,999;7,362;8,537;6,888;8,126;6,085;48,15;4313;1300;17;VT03159U;0,307;0,42;C;46,89;68,77;5,6;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,9;16;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
GASC RX 031.1/2WN/FFC7E.;GASC RX;031.1/2WN/FFC7E.;n/a;finoox;251-1B3P.246.3UA.S5QZ-R23.;GASC RX 031.1D/27-ENW_.E_PC;2535;E;2;1;2454;Axial;4,801;3,483;4,948;4,067;5,378;4,171;5,04;4,146;4,895;3,94;4,671;3,526;18,98;3277;1300;16;VT03159U;0,202;0,42;C;45,11;66,73;3,8;;;;GASC2;1644;580;337;1360;552;32,5;16;22;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;F;E;Powder coated;7;6;6;yes;piece;1
GASC RX 031.1/4WN/DFC4A.;GASC RX;031.1/4WN/DFC4A.;n/a;finoox;251-1B5E.246.3UE.SJ3X-R23.;GASC RX 031.1C/44-ANW_.E_PC;3777;A;4;1;2454;Axial;8,562;6,195;8,46;7,107;9,748;7,761;8,924;7,567;8,363;6,985;8,248;6,38;42,8;6263;1300;21;VT03159U;0,406;0,42;D;47,67;69,8;5,1;;;;GASC4;3004;580;337;1360;552;47,6;22;28;n/a;n/a;;;;315;AC motor;50;W;;;;;;;;;;;no;no;D;E;Powder coated;4;2;4;yes;piece;1
GASC RX 031.1/1WM/DDA4E.TNNN;GASC RX;031.1/1WM/DDA4E.TNNN;n/a;finoox;251-1B01.247.3UF.00NN-R23.01.0800.000;GASC RX 031.1A/14-ELW_.E;1020;E;1;1;2455;Axial;1,168;0,764;1,312;0,986;1,406;1,012;1,352;1,012;1,287;0,945;1,14;0,759;7,13;741;900;6;VT03159U;0,091;0,38;E;39,1;60,35;0,8;230V 1~ - 0.95kW;;;GASC1;964;580;234;680;552;14,8;9,52;9,52;n/a;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA08550600230;H02LA08900350230;;AY7.001474.1;1;100;855;1;75;890;no;no;D;E;Aluminum;4;16;4;yes;piece;1
GASC RX 031.1/2WM/FFA7A.TNNN;GASC RX;031.1/2WM/FFA7A.TNNN;n/a;finoox;251-1B32.247.3UA.S5QZ-R23.01.0000.000;GASC RX 031.1D/27-ALW_.E;1912;A;2;1;2455;Axial;4,104;3,083;4,21;3,549;4,625;3,649;4,359;3,637;4,156;3,451;4,073;3,14;18,98;2263;900;11;VT03159U;0,178;0,38;C;41,09;62,71;3,8;;230V 1~ - 3kW;AY7.001477;GASC2;1644;580;337;1360;552;29,2;16;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;235;;;;;;;;no;no;F;E;Aluminum;7;6;6;yes;piece;1
GASC RX 031.1/3WM/FFA7A.TNNN;GASC RX;031.1/3WM/FFA7A.TNNN;n/a;finoox;251-1B4G.247.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/37-ALW_.E;2559;A;3;1;2455;Axial;6,164;4,64;6,319;5,332;6,943;5,483;6,543;5,464;6,239;5,185;6,117;4,726;28,47;3395;900;13;VT03159U;0,266;0,38;C;42,59;64,47;5,7;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,7;22;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 031.1/1WM/DDE4A.TNNN;GASC RX;031.1/1WM/DDE4A.TNNN;n/a;finoox;251-1B04.247.3UF.00NN-R23.01.0000.000;GASC RX 031.1A/14-ALW_.E_Epoxy;1024;A;1;1;2455;Axial;1,153;0,754;1,288;0,971;1,382;0,999;1,328;0,997;1,264;0,932;1,125;0,752;7,13;741;900;6;VT03159U;0,091;0,38;E;39,1;60,35;0,8;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;234;680;552;13;9,52;9,52;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;4;16;4;yes;piece;1
GASC RX 031.1/2WM/DFE4E.TNNN;GASC RX;031.1/2WM/DFE4E.TNNN;n/a;finoox;251-1B2M.247.3UD.S5QX-R23.01.0800.000;GASC RX 031.1C/24-ELW_.E_Epoxy;2250;E;2;1;2455;Axial;3,686;2,621;3,762;3,069;4,144;3,266;3,915;3,202;3,708;2,993;3,55;2,642;21,4;2110;900;10;VT03159U;0,178;0,38;D;41,15;62,77;2,5;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;27,9;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;50;W;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;4;6;4;yes;piece;1
GASC RX 031.1/3WM/FFE7A.TNNN;GASC RX;031.1/3WM/FFE7A.TNNN;n/a;finoox;251-1B4Y.247.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/37-ALW_.E_Epoxy;2886;A;3;1;2455;Axial;6,077;4,58;6,233;5,25;6,764;5,411;6,452;5,39;6,152;5,115;6,039;4,667;28,47;3395;900;13;VT03159U;0,266;0,38;C;42,59;64,47;5,7;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,7;22;22;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;50;W;;;338;;;;;;;;no;no;F;E;Epoxy coated aluminum;7;4;6;yes;piece;1
GASC RX 031.1/3XM/FFA7A.TNNN;GASC RX;031.1/3XM/FFA7A.TNNN;n/a;finoox;251-1B4G.248.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/37-ALX_.E;2559;A;3;1;2456;Axial;5,219;4,015;5,396;4,573;5,825;4,65;5,543;4,626;5,292;4,442;5,209;4,086;28,47;2671;720;10;VT03159U;0,27;0,39;C;39,09;60,97;5,7;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;41,7;22;22;n/a;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;338;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 031.1/1XM/DFE7A.TNNN;GASC RX;031.1/1XM/DFE7A.TNNN;n/a;finoox;251-1B12.248.3UC.S5QV-R23.01.0000.000;GASC RX 031.1C/17-ALX_.E_Epoxy;1157;A;1;1;2456;Axial;1,36;1,011;1,397;1,174;1,54;1,212;1,432;1,207;1,381;1,142;1,349;1,032;6,33;946;720;6;VT03159U;0,09;0,39;D;34,82;56,16;1,4;;230V 1~ - 0.95kW;AY7.001474;GASC1;964;580;337;680;552;14,5;16;18;Inclusive;n/a;Inclusive;No;Yes;315;AC motor;60;X;;;137;;;;;;;;no;no;D;E;Epoxy coated aluminum;7;12;4;yes;piece;1
GASC RX 031.1/2XM/DFE7E.TNNN;GASC RX;031.1/2XM/DFE7E.TNNN;n/a;finoox;251-1B2V.248.3UD.S5QX-R23.01.0800.000;GASC RX 031.1C/27-ELX_.E_Epoxy;2250;E;2;1;2456;Axial;2,73;2,042;2,799;2,358;3,088;2,435;2,869;2,425;2,768;2,296;2,708;2,084;12,65;1892;720;9;VT03159U;0,18;0,39;D;37,55;59,17;2,5;230V 1~ - 1.8kW;;;GASC2;1644;580;337;1360;552;27,8;16;18;Inclusive;n/a;Inclusive;Yes;Yes;315;AC motor;60;X;H04BA15351200230;H02LA15700600230;;AY7.001476.1;1;100;1535;1;75;1570;no;no;D;E;Epoxy coated aluminum;7;6;4;yes;piece;1
GASC RX 031.1/31N/DFA4E.TNNN;GASC RX;031.1/31N/DFA4E.TNNN;n/a;finoox;251-1B3X.24G.3U9.S5QZ-R23.01.0800.000;GASC RX 031.1C/34-EN1_.E;3107;E;3;1;2464;Axial;6,741;4,649;7,154;5,662;7,849;6,026;7,534;5,948;7,139;5,556;6,531;4,673;32,1;4683;1350;18;VT03190;0,259;0,7;C;46,68;68,56;3,8;230V 1~ - 2.45kW;;;GASC3;2324;580;337;2040;552;38;16;22;n/a;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001478.1;1;100;2230;1;75;2280;no;no;D;E;Aluminum;4;4;4;yes;piece;1
GASC RX 031.1/31N/FFA7A.TNNN;GASC RX;031.1/31N/FFA7A.TNNN;n/a;finoox;251-1B4G.24G.3UB.SJ5F-R23.01.0000.000;GASC RX 031.1D/37-AN1_.E;2902;A;3;1;2464;Axial;7,779;5,657;8,014;6,592;8,707;6,76;8,159;6,718;7,928;6,387;7,569;5,728;28,47;4942;1350;19;VT03190;0,26;0,7;B;46,12;68;5,7;;400V 3~N - 4.05kW;AY7.001479;GASC3;2324;580;337;2040;552;39,9;22;22;n/a;n/a;Inclusive;No;Yes;315;EC motor;5060;1;;;338;;;;;;;;no;no;F;E;Aluminum;7;4;6;yes;piece;1
GASC RX 031.1/31N/FFE4E.TNNN;GASC RX;031.1/31N/FFE4E.TNNN;n/a;finoox;251-1B4R.24G.3UB.S5QU-R23.01.0800.000;GASC RX 031.1D/34-EN1_.E_Epoxy;3607;E;3;1;2464;Axial;8,413;6,009;8,603;7,024;9,443;7,45;8,928;7,311;8,47;6,841;8,081;6,053;48,15;4259;1350;17;VT03190;0,259;0,7;C;47,9;69,78;5,6;400V 3~N - 4.05kW;;;GASC3;2324;580;337;2040;552;44,8;16;22;Inclusive;n/a;Inclusive;Yes;Yes;315;EC motor;5060;1;H04BB22301600230;H02LA22800850230;;AY7.001479.1;2;100;2230;1;75;2280;no;no;F;E;Epoxy coated aluminum;4;4;6;yes;piece;1
